tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_reunion,extra2_inscripcion,extra3_socios,lat,lon
Centro de jubilados,,,"GRUPO A.M.A.R. LA PLATA(AYUDA MUTUA P/ PACIENTES CON ARTRITIS REUMATOIDEA)	50	374	LA PLATA	LA PLATA	2	1900	7	5	S / DATO	21-Mar-97	73	25-Apr-12		25-Jun-08	27-Mar-12	27-Mar-14
GRUPO DE 3° EDAD SOL BRILLANTE	32	1808	LA PLATA	LA PLATA	2	1900	7	5	JUEVES 15 A 18 HS.	25-Mar-04	50	11-Jul-13		12-Jan-09	26-May-13	26-May-14
CENTRO RECREATIVO VECINAL CAMPITO N° 5	131	877	LA PLATA	LA PLATA	2	1900	7	5		21-Apr-95	900	18-Jun-13		12-Jan-09	16-Mar-13	16-Mar-16
CENTRO DE JYP ANTIGUAS CANDILEJAS	44	2575	LA PLATA	LA PLATA	2	1900	7	1	S/DATO	28-Apr-05	123	05-May-09	SAN CARLOS	05-May-09	19-Apr-08	19-Apr-09
CLUB DE TEJO Y CENTRO DE FOMENTO ALTOS DE SAN LORENZO	81 E/20 Y 21	S/N	LA PLATA	LA PLATA	2	1900	7	0	S/DATO	06-Mar-95	40	05-May-09		05-May-09	13-Feb-13	13-Feb-14
AGRUPACION 11 DE SEPTIEMBRE TERCERA EDAD""",BUENOS AIRES,,,LA PLATA,"22 1573, LA PLATA, BUENOS AIRES, Argentina",22 1573,1900,,S/ DATO,2009-05-19,47,-34.9387610041667,-57.9519342666667
Centro de jubilados,,,"ASOCIACION CIVIL "" LA SEÑAL """,BUENOS AIRES,,,LA PLATA,"72 410, LA PLATA, BUENOS AIRES, Argentina",72 410,1900,,S/ DATO,2009-07-03,100,-34.921136,-57.954384
Centro de jubilados,,,"ASOCIACION CIVIL ""CAMINOS DE VIDA DE VILLA ELVIRA""",BUENOS AIRES,,,LA PALTA,"74   ENTRE 117 Y118 46, LA PALTA, BUENOS AIRES, Argentina",74   ENTRE 117 Y118 46,1900,,S/ DATO,2009-09-11,60,,
Centro de jubilados,,,CENTRO DE TERCERA EDAD RESPLANDOR Y PAZ,BUENOS AIRES,,,LA PLATA,"6 (ENTRE 633 Y 634) S/N, LA PLATA, BUENOS AIRES, Argentina",6 (ENTRE 633 Y 634) S/N,1900,,S/ DATO,2009-10-13,30,,
Centro de jubilados,,,CAMPITO Nº 3 ETERNA JUVENTUD,BUENOS AIRES,,,LA PLATA,"66 Y 31 S/N, LA PLATA, BUENOS AIRES, Argentina",66 Y 31 S/N,1900,,S/ DATO,2010-09-06,50,,
Centro de jubilados,,,"CENTRO CULTURAL DEPORTIVO Y SOCIAL PARA LA TERCERA EDAD ""NEVADA""",BUENOS AIRES,,,LA PLATA,"CALLE 69 1276, LA PLATA, BUENOS AIRES, Argentina",CALLE 69 1276,1900,,S/ DATO,2010-11-24,30,,
Centro de jubilados,,,RENACIENDO GRUPO DE LA 3ERA. EDAD,BUENOS AIRES,,,LA PLATA,"19 444, LA PLATA, BUENOS AIRES, Argentina",19 444,1900,,S/ DATO,2011-04-26,60,-34.8864784,-58.0151997
Centro de jubilados,,,CIRCULO DE J. DEL BANCO DE LA NACION ARGENTINA,BUENOS AIRES,,,LA PLATA,"CALLE 7 826, LA PLATA, BUENOS AIRES, Argentina",CALLE 7 826,1900,,S/ DATO,2011-05-19,113,,
Centro de jubilados,,,"ASOCIACION CIVIL ""CELEBRA LA VIDA""",BUENOS AIRES,,,LA PLATA,"CALLE 5 2097, LA PLATA, BUENOS AIRES, Argentina",CALLE 5 2097,1900,,S/ DATO,2011-03-25,200,,
Centro de jubilados,,,"SUBCOM. DE JYP DEL ""CTRO. SOC.CULT.DEP. ACONCAGUA BTCA. POP. JUAN VUCETICH""",BUENOS AIRES,,,LA PLATA,"CALLE 69 480, LA PLATA, BUENOS AIRES, Argentina",CALLE 69 480,1900,,S/ DATO,2011-05-24,400,,
Centro de jubilados,,,CTRO. DE JYP DE VILLA ELVIRA,BUENOS AIRES,,,LA PLATA,"120 Y 75 2069, LA PLATA, BUENOS AIRES, Argentina",120 Y 75 2069,1900,,L A V 14.30 A 20 HS,2011-10-25,200,,
Centro de jubilados,,,"SUB COM. DE LA TRA. EDAD ""LA NEVADA""CLUB AT. POP. Y BTCA. POP. B. RIVADAVIA",BUENOS AIRES,,,LA PLATA,"Nº 39 215, LA PLATA, BUENOS AIRES, Argentina",Nº 39 215,1900,,S/ DATO,2011-10-26,50,,
Centro de jubilados,,,"CTRO. DE ABUELOS Y 3º EDAD, CONTENCION UNIDAD Y PERTENENCIA",BUENOS AIRES,,,LA PLATA,"25 1115, LA PLATA, BUENOS AIRES, Argentina",25 1115,1900,,S/ DATO,2012-01-30,180,-34.926421,-57.901551
Centro de jubilados,,,ASOCIACION MUTUAL AGRUPACION FEDERAL,BUENOS AIRES,,,LA PLATA,"CALLE 2 E/ 43 Y 44 578, LA PLATA, BUENOS AIRES, Argentina",CALLE 2 E/ 43 Y 44 578,1900,,S/ DATO,2012-05-15,100,,
Centro de jubilados,,,CTRO. DE TERCERA EDAD SAN CARLOS UN LUGAR PARA TODOS,BUENOS AIRES,,,LA PLATA,"33 BIS E/ 147 Y 148 S/N, LA PLATA, BUENOS AIRES, Argentina",33 BIS E/ 147 Y 148 S/N,1900,,S/ DATO,2012-07-20,40,,
Centro de jubilados,,,"CTRO. DE LA TERCERA EDAD ""SOL DE LA CUMBRE""",BUENOS AIRES,,,LA PLATA,"33 BIS E/ 147 Y 148 S/N, LA PLATA, BUENOS AIRES, Argentina",33 BIS E/ 147 Y 148 S/N,1900,,S/ DATO,2012-12-27,50,,
Centro de jubilados,,,"SUB COM. DE JYP DE LA ""LIGA DE FOMENTO DARDO ROCHA""",BUENOS AIRES,,,LA PLATA,"5 E/ 519 Y 520 S/N, LA PLATA, BUENOS AIRES, Argentina",5 E/ 519 Y 520 S/N,1900,,S/ DATO,2013-02-22,70,,
Centro de jubilados,,,ABUELOS CLUB LA PLATA,BUENOS AIRES,,,LA PLATA,"CALLE 60 E/ 20 Y 21 1273, LA PLATA, BUENOS AIRES, Argentina",CALLE 60 E/ 20 Y 21 1273,1900,,MAR. Y JUE. 14 A 19 HS.,1984-07-16,1200,,
Centro de jubilados,,,ASOC JYP NAC DE LA CIUDAD DE LA PLATA,BUENOS AIRES,,,LA PLATA,"CALLE 14 E/61 Y 62 1458, LA PLATA, BUENOS AIRES, Argentina",CALLE 14 E/61 Y 62 1458,1900,,LUN A VIE 16 A 19 HS.,1984-04-30,200,,
Centro de jubilados,,,ASOC JYP DE CORREOS Y TELEGRAFOS AJUPENCYT,BUENOS AIRES,,,LA PLATA,"68 ENTRE 1 Y 2 331, LA PLATA, BUENOS AIRES, Argentina",68 ENTRE 1 Y 2 331,1900,,LUN. A VIE. 9 A 12 HS.,1985-06-07,86,,
Centro de jubilados,,,CORAZONES UNIDOS DE TOLOSA,BUENOS AIRES,,,TOLOSA,"4 E/520 Y 521 Nº 1064 1/2 1064, TOLOSA, BUENOS AIRES, Argentina",4 E/520 Y 521 Nº 1064 1/2 1064,1900,,DOS SEMANALES ,1988-11-20,0,,
Centro de jubilados,,,SUB-COM JYP DEL SIND EMP DE COMERCIO LA PLATA,BUENOS AIRES,,,LA PLATA,"CALLE 6 682, LA PLATA, BUENOS AIRES, Argentina",CALLE 6 682,1900,,,1990-06-20,300,-38.1022257,-57.5767313
Centro de jubilados,,,GRUPO DE JYP DE 3ª EDAD ROSAS DE OTOÑO DEL CLUB ATLETICO AMERICA,BUENOS AIRES,,,LA PLATA,"66  ENTRE 119 Y 120 24, LA PLATA, BUENOS AIRES, Argentina",66  ENTRE 119 Y 120 24,1900,,MARTES 15.00 A 19.00 HS.,1991-06-11,300,,
Centro de jubilados,,,SUB-COM JYP GRAL ENRIQUE MOSCONI DE GAS DEL ESTADO - LA PLATA,BUENOS AIRES,,,LA PLATA,"48 368, LA PLATA, BUENOS AIRES, Argentina",48 368,1900,,LU. A VI. 13.30/17.30 HS.,1992-06-05,155,-34.9094346,-57.9463919333333
Centro de jubilados,,,C.E.C.I.M. CTRO DE EX- COMBATIENTES ISLAS MALVINAS,BUENOS AIRES,,,LA PLATA,"21 408, LA PLATA, BUENOS AIRES, Argentina",21 408,1900,,LUN. A VIE.  17 A 21 HS.,2004-10-27,420,-34.921136,-57.954384
Centro de jubilados,,,CASA DEL EX SOLDADO COMBATIENTE DE MALVINAS,BUENOS AIRES,,,LA PLATA,"AV. 7 E/ 69 Y 70 1844, LA PLATA, BUENOS AIRES, Argentina",AV. 7 E/ 69 Y 70 1844,1900,, S/ DATO,2013-10-31,79,,
Centro de jubilados,,,GRUPO DE 3° EDAD SAN PONCIANO ABASTO,BUENOS AIRES,,,ABASTO,"518 ENTRE 211 Y 210 S/N, ABASTO, BUENOS AIRES, Argentina",518 ENTRE 211 Y 210 S/N,1903,,LUNES 18 A 20 HS.,1993-03-31,32,,
Centro de jubilados,,,SUBCOM DE JYP DE LA SOC DE FOMENTO UNION VECINAL DE ANGEL ETCHEVERRY,BUENOS AIRES,,,ANGEL ETCHEVERRY,"53 E/229 Y 229 BIS S/N°, ANGEL ETCHEVERRY, BUENOS AIRES, Argentina",53 E/229 Y 229 BIS S/N°,1901,,JUEVES 15.00 HS.,1996-10-23,60,,
Centro de jubilados,,,CTRO. DE ADULTOS MAYORES AMISTAD COMPARTIDA,BUENOS AIRES,,,ARTURO SEGUI,"CALLE 418 E/ 146 Y 147 S/N°, ARTURO SEGUI, BUENOS AIRES, Argentina",CALLE 418 E/ 146 Y 147 S/N°,1895,,S/ DATO,2011-12-15,40,,
Centro de jubilados,,,C JYP DE CITY BELL,BUENOS AIRES,,,CITY BELL,"1 ENTRE 12 Y 13 476, CITY BELL, BUENOS AIRES, Argentina",1 ENTRE 12 Y 13 476,1896,,LU-MI YVI 18/30 A 20/30,1987-05-12,220,,
Centro de jubilados,,,CIRCULO DE AMIGOS DE LA 3º EDAD ACTIVA,BUENOS AIRES,,,CITY BELL,"14 BIS  E/CNO. BELG. Y 22 S/N, CITY BELL, BUENOS AIRES, Argentina",14 BIS  E/CNO. BELG. Y 22 S/N,1896,,SABADOS DE 16:00 A 18:00,1990-11-15,0,,
Centro de jubilados,,,SUBC. DE JYP DE LA ASOCIACION DE TRABAJADORES DEL ESTADO ( A.T.E. ),BUENOS AIRES,,,LA PLATA,"8 1135, LA PLATA, BUENOS AIRES, Argentina",8 1135,1900,,S/ DATO,2009-03-10,150,-34.9186900166667,-57.9469957166667
Centro de jubilados,,,CENTRO DE ABUELOS NUEVO VIVIR,BUENOS AIRES,,,GORINA,"485 E/136 Y 137 S/N, GORINA, BUENOS AIRES, Argentina",485 E/136 Y 137 S/N,1900,,JUEVES DE 15 A 17 HS.,2009-05-05,150,,
Centro de jubilados,,,CLUB DE ABUELOS NUEVO VIVIR,BUENOS AIRES,,,JOAQUIN GORINA,"CALLE 485 E/136 Y 137 4334, JOAQUIN GORINA, BUENOS AIRES, Argentina",CALLE 485 E/136 Y 137 4334,1897,,JUE 15 A 17,2010-04-22,120,,
Centro de jubilados,,,SUB-COMISION DE JYP DEL CTRO DE FOM. SOC. Y DEP. JOSE HERNANDEZ,BUENOS AIRES,,,JOSE HERNANDEZ,"131 ENTRE 510/511  2150, JOSE HERNANDEZ, BUENOS AIRES, Argentina",131 ENTRE 510/511  2150,1903,,JUE 19.30 A 21.30,2007-03-06,432,,
Centro de jubilados,,,ASOCIACION AMIGOS POR LA VIDA,BUENOS AIRES,,,LA GRANJA,"521  ENTRE 139 Y 140 4460, LA GRANJA, BUENOS AIRES, Argentina",521  ENTRE 139 Y 140 4460,1900,,LUN. A VIE. 16 A 21 HS.,2007-08-23,100,,
Centro de jubilados,,,CENTRO DE FOMENTO ALTOS DE LA GRANJA,BUENOS AIRES,,,LA PLATA,"518   ENTRE 138 Y 139 4371, LA PLATA, BUENOS AIRES, Argentina",518   ENTRE 138 Y 139 4371,1900,,LU A VIE 9/12 16/20 ,1992-03-11,250,,
Centro de jubilados,,,CLUB DE ABUELOS VIEJOS SON LOS TRAPOS,BUENOS AIRES,,,LA PLATA,"CALLE 148 E/ 33 Y 33 BIS S/N, LA PLATA, BUENOS AIRES, Argentina",CALLE 148 E/ 33 Y 33 BIS S/N,1900,,LUNES  DESDE 16 HS.,1999-02-09,96,,
Centro de jubilados,,,GRUPO DE LA 3ª EDAD CLARO DE LUNA,BUENOS AIRES,,,LISANDRO OLMOS,"42  E/201 Y 202 S/N, LISANDRO OLMOS, BUENOS AIRES, Argentina",42  E/201 Y 202 S/N,1900,,JUEVES 14 A 19 HS.,1993-04-19,150,,
Centro de jubilados,,,CTRO. DE ENCUENTRO Y AMISTAD DE LA PLATA PARA LA TERCERA EDAD,BUENOS AIRES,,,LISANDRO OLMOS,,,1901,,LUN A VIE 9 A 12:30,2003-12-17,162,,
Centro de jubilados,,,CENTRO DE LA 3ª EDAD EL OMBU,BUENOS AIRES,,,LOS HORNOS,"CALLE 64 E/164 Y 165 3480, LOS HORNOS, BUENOS AIRES, Argentina",CALLE 64 E/164 Y 165 3480,1900,,VIERNES 16 A 18 HS.,1997-08-21,80,,
Centro de jubilados,,,CLUB DE ABUELOS ATARDECER,BUENOS AIRES,,,GONNET,"27 E/ 483 Y 484 4843, GONNET, BUENOS AIRES, Argentina",27 E/ 483 Y 484 4843,1897,,MA A SA.16 A 20 HS.,1988-11-20,400,,
Centro de jubilados,,,SUB-COM DE LA 3¦ EDAD OTOÑO FELIZ DEL C DE FOMENTO CYD MANUEL GONNET,BUENOS AIRES,,,M. B GONNET,"502  ENTRE 15 Y 16 S/N, M. B GONNET, BUENOS AIRES, Argentina",502  ENTRE 15 Y 16 S/N,1897,,"MAR Y JUE DE 16 A 18,30",1992-01-07,170,,
Centro de jubilados,,,AGRUPACION ROMERENSE DE LA TERCERA EDAD - A.R.T.E.,BUENOS AIRES,,,MELCHOR ROMERO,"517 ENTRE 170 Y 171 S/N°, MELCHOR ROMERO, BUENOS AIRES, Argentina",517 ENTRE 170 Y 171 S/N°,1900,,"MA/JU 14/17 VIE 17,30/20H",1992-09-02,200,,
Centro de jubilados,,,FED DE JYP ESPERANZA DE LA PLATA Y GRAN LA PLATA,BUENOS AIRES,,,LA PLATA,"CALLE 118 E/62-63 1488, LA PLATA, BUENOS AIRES, Argentina",CALLE 118 E/62-63 1488,1900,,LU.MI.VI. 15 A 18 HS.,1998-01-28,15,,
Centro de jubilados,,,ASOCIACION AÑOS DE ALEGRIA,BUENOS AIRES,,,RINGUELET,"N° 2 ENTRE 519 Y 520 1248, RINGUELET, BUENOS AIRES, Argentina",N° 2 ENTRE 519 Y 520 1248,1901,,MIER. Y VIER.16:30/20 HS.,2002-06-21,100,,
Centro de jubilados,,,SUB-COM DE LA 3° EDAD GRUPO FELICIDAD DEL C DE FOM Y BIBLIOTECA MUNDIAL,BUENOS AIRES,,,TOLOSA,"9  ENTRE 529 Y 530 260, TOLOSA, BUENOS AIRES, Argentina",9  ENTRE 529 Y 530 260,1900,,SABADOS 15 A 18,1993-04-01,150,,
Centro de jubilados,,,CTRO DE JUBILADOS Y PENSIONADOS  20 DE JUNIO,BUENOS AIRES,,,TOLOSA,"121 BIS  (E: 527  Y 528) 424, TOLOSA, BUENOS AIRES, Argentina",121 BIS  (E: 527  Y 528) 424,1900,,JUEVES 15 A 19 HS.,2003-10-29,130,,
Centro de jubilados,,,GRUPO DE LA TERCERA EDAD DEL CLUB SOCIAL Y DEPORTIVO SAN MARTIN,BUENOS AIRES,,,TOLOSA,"CALLE 119 154, TOLOSA, BUENOS AIRES, Argentina",CALLE 119 154,1900,,LUN. Y JUE. 14 A 16 HS.,2006-03-23,150,,
Centro de jubilados,,,CENTRO DE AMIGOS CAMINANDO JUNTOS,BUENOS AIRES,,,TOLOSA,"calle 522 E 14Y15 2159, TOLOSA, BUENOS AIRES, Argentina",calle 522 E 14Y15 2159,1901,,MA A VI 15/30 A 20 HS,2006-05-11,180,,
Centro de jubilados,,,CENTRO DE JYP SIEMPRE JUNTOS,BUENOS AIRES,,,TOLOSA,"CALLE 2 ENTRE 520 Y 521 S/Nº, TOLOSA, BUENOS AIRES, Argentina",CALLE 2 ENTRE 520 Y 521 S/Nº,1900,,LUN Y JUE DE 15 A 18 HS.,2006-10-12,124,,
Centro de jubilados,,,SUB-COM DE JYP DE LA SOCIEDAD DE FOMENTO SOCIAL Y CULTURAL VILLA RICA,BUENOS AIRES,,,VILLA ELISA,"CALLE 425 ESQ 21 D 1898, VILLA ELISA, BUENOS AIRES, Argentina",CALLE 425 ESQ 21 D 1898,1894,,LUNES A SABADO,2007-06-22,150,,
Centro de jubilados,,,CASA DE DIA DON MARCELINO,BUENOS AIRES,,,VILLA ELISA,"CAMINO CENTENARIO  Y 406 S/N, VILLA ELISA, BUENOS AIRES, Argentina",CAMINO CENTENARIO  Y 406 S/N,1900,,LUN. A VIE. 8 A 20 HS.,2008-09-16,43,,
Centro de jubilados,,,CENTRO DE LA TERCERA EDAD RAICES DE VILLA ELISA,BUENOS AIRES,,,VILLA ELISA,"422 ENTRE 10 Y 11 S/N, VILLA ELISA, BUENOS AIRES, Argentina",422 ENTRE 10 Y 11 S/N,1894,,S/ DATO,2009-09-24,100,,
Centro de jubilados,,,GRUPO SINCERIDAD TERCERA EDAD VILLA ELISA,BUENOS AIRES,,,VILAA ELISA,"421 BIS Y 9 S/N, VILAA ELISA, BUENOS AIRES, Argentina",421 BIS Y 9 S/N,1894,,S/ DATO,2010-09-08,150,,
Centro de jubilados,,,ASOC DE JYP GENERACION ACTIVA,BUENOS AIRES,,,VILLA ELISA,"CALLE 10 E/42 Y 43 936, VILLA ELISA, BUENOS AIRES, Argentina",CALLE 10 E/42 Y 43 936,1894,,LUN. A VIE. 9 A 11 HS.,1986-03-24,500,,
Centro de jubilados,,,CENTRO DE JUBILADOS ALEGRIA DEL HOGAR,BUENOS AIRES,,,VILLA ELVIRA,"8 BIS  Y 89 669, VILLA ELVIRA, BUENOS AIRES, Argentina",8 BIS  Y 89 669,1900,,S/ DATO,2010-09-06,100,,
Centro de jubilados,,,C JYP DE VILLA LOGUERCIO,BUENOS AIRES,,,LAGUNA LOBOS,,,7240,,3ER JUEVES DE CADA MES,1995-04-05,50,,
Centro de jubilados,,,CENTRO DE JYP DE LOBOS ENTIDAD MUTUAL,BUENOS AIRES,,,LOBOS,"ENRIQUE RATTI 157, LOBOS, BUENOS AIRES, Argentina",ENRIQUE RATTI 157,7240,,L a MI 14-17(inv)8/30-11v,1984-07-16,2000,,
Centro de jubilados,,,CIRCULO DE JYP FERROVIARIOS - LOBOS -,BUENOS AIRES,,,LOBOS,"ARENALES 363, LOBOS, BUENOS AIRES, Argentina",ARENALES 363,7240,,LUN. A VIE.  8 A 11 HS.,1991-02-05,1390,-35.1798016,-59.0693864
Centro de jubilados,,,AGRUPACION VETERANOS DE GUERRA DE MALVINAS,BUENOS AIRES,,,LOBOS,"AV. ALEM  485, LOBOS, BUENOS AIRES, Argentina",AV. ALEM  485,7240,,"1° Y 2° MIERCOLES 20,30 H",2001-10-25,40,,
Centro de jubilados,,,CENTRO DE JYP DE SALVADOR MARIA,BUENOS AIRES,,,SALVADOR MARIA,"TAPIA GERONIMO 10, SALVADOR MARIA, BUENOS AIRES, Argentina",TAPIA GERONIMO 10,7241,,EL 1º DE CADA MES,1996-01-04,64,,
Centro de jubilados,,,CENTRO MUNIC COMUNIT RECREAT Y CULT ABUELOS DE MAGDALENA,BUENOS AIRES,,,MAGDALENA,"PATRIA Y 11 SEPTIEMBRE 1502, MAGDALENA, BUENOS AIRES, Argentina",PATRIA Y 11 SEPTIEMBRE 1502,1913,,MARTES 15.00 HS.,1987-04-13,300,,
Centro de jubilados,,,C JYP ALBORADA DE ATALAYA,BUENOS AIRES,,,ATALAYA,"TERRAROSSA  17, ATALAYA, BUENOS AIRES, Argentina",TERRAROSSA  17,1913,,T D 9/11 16/18 ,1989-04-17,200,,
Centro de jubilados,,,CENTRO DE JYP DE PIPINAS,BUENOS AIRES,,,PIPINAS,"CALE 5 ESQUINA 6 S/N°, PIPINAS, BUENOS AIRES, Argentina",CALE 5 ESQUINA 6 S/N°,1921,,LUNES A SABADO,1993-03-03,150,,
Centro de jubilados,,,"CENTRO DE J,P Y 3°EDAD DE PUNTA DEL INDIO",BUENOS AIRES,,,PUNTA INDIO,"RUTA 11  KM.145  S/N°, PUNTA INDIO, BUENOS AIRES, Argentina",RUTA 11  KM.145  S/N°,1917,,MIE. SAB. DOM. 14 A 19 HS,2000-11-08,259,,
Centro de jubilados,,,CLUB ABUELOS DE VERONICA,BUENOS AIRES,,,VERONICA,"21 ENTRE 32 Y 34 S/N, VERONICA, BUENOS AIRES, Argentina",21 ENTRE 32 Y 34 S/N,1917,,TRANSITORIO,2006-08-30,525,,
Centro de jubilados,,,ASOCIACION DE JYP DE VERONICA Y ZONAS CIRCUNVECINAS,BUENOS AIRES,,,VERONICA,"CALLE 32 1561, VERONICA, BUENOS AIRES, Argentina",CALLE 32 1561,1917,,LUN A VIER 8 A 12 HS. ,1985-08-13,600,-35.3954748,-57.3353745
Centro de jubilados,,,CLUB DE ABUELOS ALBORADA,BUENOS AIRES,,,B. BABIO,"AMELIA Y 25 DE MAYO S/N, B. BABIO, BUENOS AIRES, Argentina",AMELIA Y 25 DE MAYO S/N,1911,,VIERNES,2004-11-17,150,,
Centro de jubilados,,,ASOC. MUTUAL CTRO DE JYP DEL PARTIDO DE SAN MIGUEL DEL MONTE,BUENOS AIRES,,,SAN MIGUEL DEL MONTE,"ALEM  299, SAN MIGUEL DEL MONTE, BUENOS AIRES, Argentina",ALEM  299,7220,,LUN A VIER DE 8 A 12.30 ,1984-05-28,600,,
Centro de jubilados,,,CENTRO DE JYP ETERNA JUVENTUD DE PILA,BUENOS AIRES,,,PILA,"DOMINGO RIGOL 27, PILA, BUENOS AIRES, Argentina",DOMINGO RIGOL 27,7110,,LU.MA.MI.VI. 8/12-14/20 H,1987-10-21,300,,
Centro de jubilados,,,CENTRO MUTUAL DE JYP DE SAN VICENTE,BUENOS AIRES,,,SAN VICENTE,"H IRIGOYEN Y PELLEGRINI 296, SAN VICENTE, BUENOS AIRES, Argentina",H IRIGOYEN Y PELLEGRINI 296,1865,,LUN A VIE 9-12,1986-09-23,900,,
Centro de jubilados,,,CENTRO DE JYP GERMAN ABDALA,BUENOS AIRES,,,ALEJANDRO KORN,"LAMBARDI 124, ALEJANDRO KORN, BUENOS AIRES, Argentina",LAMBARDI 124,1864,,S/ DATO,2010-11-10,51,,
Centro de jubilados,,,ASOC DE JYP DE ALEJANDRO KORN,BUENOS AIRES,,,ALEJANDRO KORN,"QUIROGA  275, ALEJANDRO KORN, BUENOS AIRES, Argentina",QUIROGA  275,1864,,LU A VIE 8/18,1984-04-30,400,-34.9992112,-58.4021987
Centro de jubilados,,,CENTRO DE JYP VIVIR PARA CRECER EN DOMSELAAR,BUENOS AIRES,,,DOMSELAAR,"SAN MARTÍN 119, DOMSELAAR, BUENOS AIRES, Argentina",SAN MARTÍN 119,1984,,S / DATO,1999-02-01,48,,
Centro de jubilados,,,CENTRO DE JYP DE GUERNICA,BUENOS AIRES,,,GUERNICA,"CALLE 8  Y 30 119, GUERNICA, BUENOS AIRES, Argentina",CALLE 8  Y 30 119,1862,,LUN. A SAB. 8/12-15/19 HS,1984-04-30,400,-34.9229893,-58.3750887
Centro de jubilados,,,CENTRO DE JYP ABUELOS EN ACCIÓN,BUENOS AIRES,,,GUERNICA,"CALLE 115 E/ALEM Y BRACCO 454, GUERNICA, BUENOS AIRES, Argentina",CALLE 115 E/ALEM Y BRACCO 454,1862,,LUN A SAB 14 A 18 HS,2004-03-08,115,,
Centro de jubilados,,,CTRO. DE JYP. REMANSO DE LOS ABUELOS DE GUERNICA,BUENOS AIRES,,,GUERNICA,"17 DE OCTUBRE E 113/115 860, GUERNICA, BUENOS AIRES, Argentina",17 DE OCTUBRE E 113/115 860,1862,,S/D,2004-07-27,0,,
Centro de jubilados,,,CENTRO DE VETERANOS DE GUERRA SOBERANIA NACIONAL,BUENOS AIRES,,,GUERNICA,"CALLE 114 (ESQ. 105) ESQ, GUERNICA, BUENOS AIRES, Argentina",CALLE 114 (ESQ. 105) ESQ,1862,,MIE JUE VIE Y SAB,1999-09-07,33,,
Centro de jubilados,,,CENTRO DE LA 3° EDAD CORAZONES ABIERTOS - CAMPANA -,BUENOS AIRES,,,CAMPANA,"BECERRA 718, CAMPANA, BUENOS AIRES, Argentina",BECERRA 718,2804,,LU A VIE 9/11.30 Y 14/16,1993-05-03,350,-34.1594622,-58.9588621
Centro de jubilados,,,C JYP ILUSION DE LA 3° EDAD DEL PARTIDO DE CAMPANA,BUENOS AIRES,,,LA ARGENTINA,"LINIERS  230, LA ARGENTINA, BUENOS AIRES, Argentina",LINIERS  230,2804,,MLU A VIE 8 A 17 HS,1995-03-27,600,-34.642403,-58.5201152
Centro de jubilados,,,ASOC JYP NAC Y PROV CAMPANA,BUENOS AIRES,,,CAMPANA,"PUEYRREDON 653, CAMPANA, BUENOS AIRES, Argentina",PUEYRREDON 653,2804,,LU A VIE 9 A 12,1984-06-08,2753,-34.1692422,-58.9688524
Centro de jubilados,,,CENTRO DE JYP DEL PETROLEO Y GAS PRIVADOS DE CAMPANA,BUENOS AIRES,,,CAMPANA,"MORENO 331, CAMPANA, BUENOS AIRES, Argentina",MORENO 331,2804,,S/DATO,2011-05-20,384,-34.1906934,-58.9590649
Centro de jubilados,,,ABUELOS DE PLAZA ESPAÑA,BUENOS AIRES,,,CAMPANA,"ALBERDI Y BVD. DELLEPIANE S/N, CAMPANA, BUENOS AIRES, Argentina",ALBERDI Y BVD. DELLEPIANE S/N,2804,,S/ DATO,2012-01-19,145,,
Centro de jubilados,,,"ASOC. CIVIL ""MOVIMIENTO 23 DE DICIEMBRE""",BUENOS AIRES,,,CAMPANA,"9 DE JULIO 1258, CAMPANA, BUENOS AIRES, Argentina",9 DE JULIO 1258,2804,,S/ DATO,2013-05-09,432,-34.1868196,-58.9603034
Centro de jubilados,,,CTRO. DE JUBILADOS/AS Y PENSIONADOS/AS DE CAMPANA,BUENOS AIRES,,,CAMPANA,"MORENO  364, CAMPANA, BUENOS AIRES, Argentina",MORENO  364,2804,,LU. A VI. 9/12 - 14/17 HS,1988-03-28,4280,-34.1906934,-58.9590649
Centro de jubilados,,,C JYP LOS ABUELOS GOLONDRINAS,BUENOS AIRES,,,ESCOBAR,"BELEN 823, ESCOBAR, BUENOS AIRES, Argentina",BELEN 823,1628,,L A S 9 A 19 HS,1996-01-16,300,-34.3336267,-58.7873184
Centro de jubilados,,,C JPYR DE BELEN DE ESCOBAR (JUBILEN),BUENOS AIRES,,,B DE ESCOBAR,"GUEMES 275, B DE ESCOBAR, BUENOS AIRES, Argentina",GUEMES 275,1625,,LUN. A SAB. 17 A 21 HS.,1984-04-30,203,,
Centro de jubilados,,,C JYP FERROV Y DEMAS LEYES PREV MUT FILIAL ESCOBAR,BUENOS AIRES,,,ESCOBAR,"TAPIA DE CRUZ Y ANDEN OES S/N, ESCOBAR, BUENOS AIRES, Argentina",TAPIA DE CRUZ Y ANDEN OES S/N,1625,,LU. A VI. 15/19-SAB.T/DIA,1985-04-29,550,,
Centro de jubilados,,,CENTRO DE VETERANOS DE GUERRA DEL PARTIDO DE ESCOBAR,BUENOS AIRES,,,ESCOBAR,"COLON Y AMEGHINO S/N, ESCOBAR, BUENOS AIRES, Argentina",COLON Y AMEGHINO S/N,1625,,POR LA MAÑANA,1998-10-21,84,,
