provincia_id,provincia,ugl_id,ugl,tipo,agencia_id,agencia,localidad,direccion,cp,telefono,fax,pami_escucha,actividades,prestaciones_medicas,responsable,lat,lon
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,621,AG. GENERAL CAMPOS,GENERAL CAMPOS,CONCEPCION DEL URUGUAY Y 25 DE MAYO,3216,0345-4901664,,,,,,-31.524136,-58.405169
8,ENTRE RIOS,34,XXXIV-CONCORDIA,agencia,692,AG. VILLA PARANACITO,VILLA PARANACITO,AV. ENTRE RIOS 265,2823,03446-495383,,,,,,-33.71588,-58.659571
9,FORMOSA,23,XXIII-FORMOSA,ugl,0,,FORMOSA,MORENO 1193,3600,0370-4436105 / 4293333 / 4434617 / 4434068 / 4434357 / 4433717,0370-4423818,0370-4429207,"Canto / coro, Literatura, teatro, alimentación saludable, gimnasia, yoga otras técnicas orientales, caminatas, danzas, relev.de soc. sanit. pob. bajo prog. prev., controles médicos en salud",0370-4423818,DR. JOSE VICTOR FERNANDEZ,-26.1871325,-58.16588909999999
9,FORMOSA,23,XXIII-FORMOSA,agencia,458,AG. CLORINDA,CLORINDA,AV. SAN MARTIN 216 LOC. 3 MZ. 48,3610,03718-422216,,,Festejos locales,,,-25.287038,-57.70816
9,FORMOSA,23,XXIII-FORMOSA,agencia,459,AG. IBARRETA,IBARRETA,SAN MARTIN 629,3624,03716-432324,,,,,,-25.213017,-59.857564
9,FORMOSA,23,XXIII-FORMOSA,agencia,460,AG. EL COLORADO,EL COLORADO,SANTA FE 148,3603,03717-481164,,,,,,-26.308381,-59.371841
9,FORMOSA,23,XXIII-FORMOSA,agencia,461,AG. LAS LOMITAS,PATIÑO,LIBERTAD 240 MANZANA 24 PARCELA D SECCION A,3630,03715-432355,,,,,,-24.70442,-60.592353
9,FORMOSA,23,XXIII-FORMOSA,agencia,462,AG. LAGUNA BLANCA,LAGUNA BLANCA,SAN MARTIN S/NRO.,3613,03718-401692,,,,,,-25.128773,-58.245013
9,FORMOSA,23,XXIII-FORMOSA,agencia,463,AG. INGENIERO JUAREZ,INGENIERO JUAREZ,AVDA. DEGEN S/NRO.,3636,03711-420077,,,,,,-23.896432,-61.853986
9,FORMOSA,23,XXIII-FORMOSA,agencia,464,AG. PIRANE,PIRANE,SARMIENTO Y GRAL. PAZ,3613,03717-463108,,,,,,-25.731019,-59.107096
9,FORMOSA,23,XXIII-FORMOSA,agencia,465,AG. GENERAL BELGRANO,GENERAL MANUEL BELGRANO,AVDA. LIBERTADOR Y JUAN D. PERON,3615,03716-491912,,,,,,-24.939332,-59.027359
9,FORMOSA,23,XXIII-FORMOSA,agencia,466,AG. VILLA GENERAL GUEMES,VILLA GENERAL GUEMES,GENERAL BELGRANO Y FONTANA,3621,03716-492909,,,,,,-24.753496,-59.488871
10,JUJUY,22,XXII-JUJUY,ugl,0,,SAN SALVADOR DE JUJUY,LAVALLE 376,4600,0388-4228225 / 4222013 / 4222011 / 4227762 /4222902 / 4241541,0388-4224384,int. 130,"Danzas, prevención de sedentarismo, gimnasia, artesanías / manualidades, costura, yoga otras técnias orientales, eventos",int. 105/125/137/111,DR. CRISTIAN JAVIER ARNAU,-24.1844211,-65.3029085
10,JUJUY,22,XXII-JUJUY,agencia,448,AG. LA QUIACA,LA QUIACA,BALCARCE 156,4650,03885-422460,,,,,,-22.10576,-65.598596
10,JUJUY,22,XXII-JUJUY,agencia,449,AG. SAN PEDRO,SAN PEDRO,GOBERNADOR TELLO 133,4500,03888-420291 / 03888-422867,,,,,,-24.229609,-64.868864
10,JUJUY,22,XXII-JUJUY,agencia,450,AG. HUMAHUACA,HUMAHUACA,BUENOS AIRES 900,4630,03887-421019,,,,,,-23.206444,-65.348293
10,JUJUY,22,XXII-JUJUY,agencia,451,AG. LIB. GRAL. SAN MARTIN,LIB. GRAL. SAN MARTIN,AVDA. LIBERTAD 592,4512,03886-421159 / 03886-433232,,,"Arte culinario, artesanias / manualidades, yoga otras técnicas orientales, actividad acuátuca, juegos de mesa, alfabetización, gimnasia, danzas",,,-23.818249,-64.792904
10,JUJUY,22,XXII-JUJUY,agencia,452,AG. PALPALA,PALPALÁ,AVDA. RIO DE LA PLATA 383,4612,0388-4276906,,,,,,-24.25706,-65.213195
10,JUJUY,22,XXII-JUJUY,agencia,453,AG. PERICO,PERICO,AV. BELGRANO S/N (PASEO DE LOS ARTESANOS),4610,0388-4911595,,,,,,-24.37501,-65.118266
10,JUJUY,22,XXII-JUJUY,agencia,454,AG. EL CARMEN,EL CARMEN,EJÉRCITO DEL NORTE 83,4603,0388-4933297,,,,,,-24.38744,-65.264179
10,JUJUY,22,XXII-JUJUY,agencia,455,AG. TILCARA,TILCARA,JUJUY 551,4624,03884-955338,,,,,,-23.577558,-65.394148
10,JUJUY,22,XXII-JUJUY,agencia,456,AG. ABRA PAMPA,ABRA PAMPA,AV. JUAN D. PERON S/NRO.,4640,03887-491353,,,,,,-22.721229,-65.696443
11,LA PAMPA,20,XX-LA PAMPA,ugl,0,,SANTA ROSA,AV. SAN MARTIN OESTE 106,6300,CONMUTADOR: 02954 45-1700,02954-428969,02954-434667,"Teatro, memoria, actividad acuática, computación, danzas, canto / coro, técnicas de trabajo corporal, alimentación saludable, juegos de mesa, uso de tecnología, gimnasia, salud bucal, idiomas, historia y traciciones",02954-428742,SR. HERIBERTO ELOY MEDIZA,-36.62076800000001,-64.290062
11,LA PAMPA,20,XX-LA PAMPA,agencia,421,AG. GRAL. PICO,GENERAL PICO,CALLE 13 NRO. 268,6360,02302-421793 / 434454 / 421793,,,"Teatro, actividad acuática, alimentación saludable, memoria",,,-35.661132,-63.757528
11,LA PAMPA,20,XX-LA PAMPA,agencia,422,AG. GRAL. ACHA,GENERAL ACHA,MANUEL CAMPOS 532,8200,02952-432456,,,,,,-37.376126,-64.599917
11,LA PAMPA,20,XX-LA PAMPA,agencia,423,AG. REALICO,REALICO,AV. MULLALLY 1716,6200,02331-462276,,,,,,-35.037868,-64.246173
11,LA PAMPA,20,XX-LA PAMPA,agencia,424,AG. MACACHIN,MACACHIN,SARMIENTO 214,6307,02953-452243,,,,,,-37.137672,-63.667588
11,LA PAMPA,20,XX-LA PAMPA,agencia,425,AG. GENERAL SAN MARTIN,GRAL. SAN MARTIN,JUAN ADAGAS 120,8206,02925-497307,,,,,,-37.979522,-63.602285
11,LA PAMPA,20,XX-LA PAMPA,agencia,426,AG. GUATRACHE,GUATRACHE,AV. ZEBALLOS 496,6311,02924-492020,,,,,,-37.668671,-63.541544
11,LA PAMPA,20,XX-LA PAMPA,agencia,427,AG. QUEMU QUEMU,QUEMU QUEMU,MITRE 567,6333,02333-442136,,,,,,-36.054373,-63.566751
11,LA PAMPA,20,XX-LA PAMPA,agencia,428,AG. COLONIA BARON,COLONIA BARON,DON BOSCO 1141,6315,02333-476351,,,,,,-36.152984,-63.85221
11,LA PAMPA,20,XX-LA PAMPA,agencia,429,AG. CATRILO,CATRILO,VIALE 228,6330,02954-491066,,,,,,-36.407813,-63.419788
11,LA PAMPA,20,XX-LA PAMPA,agencia,430,AG. EDUARDO CASTEX,EDUARDO CASTEX,SARMIENTO 759,6380,02334-452250,,,,,,-35.915435,-64.294317
11,LA PAMPA,20,XX-LA PAMPA,agencia,431,AG. VICTORICA,VICTORICA,CALLE 16 NRO. 705,6319,02338-432391,,,,,,-36.216371,-65.436205
11,LA PAMPA,20,XX-LA PAMPA,agencia,432,AG. INTENDENTE ALVEAR,INTENDENTE ALVEAR,AV. SAN MARTIN 156,6221,02302-481389,,,,,,-35.236261,-63.591424
11,LA PAMPA,20,XX-LA PAMPA,agencia,433,AG. INGENIERO LUIGGI,INGENIERO LUIGGI,TUCUMAN 612,6205,02335-471394,,,,,,-35.386391,-64.467223
11,LA PAMPA,20,XX-LA PAMPA,agencia,434,AG. COLONIA 25 DE MAYO,COLONIA 25 DE MAYO,TOAY 214,8201,0299-4948144,,,,,,-37.774412,-67.714455
12,LA RIOJA,25,XXV-LA RIOJA,ugl,0,,LA RIOJA,AV. JUAN QUIROGA 53,5300,03804-461165 (DIRECTO) 03804-426022/430759,03804-428650,03804-425661,"Técnicas de trabajo corporal, alimentación saludable, enfermedades cardiovasculares, enfermedades endócrino metabólicas, yoga otras técnicas orientales, actividad acuática, memoria, charlas preventivas, festejos locales, música, canto / coro",int. 127 /139,DR. DIEGO FELIPE ALVAREZ,-29.4215717,-66.8568954
12,LA RIOJA,25,XXV-LA RIOJA,agencia,486,AG. CHILECITO,CHILECITO,JOAQUIN V. GONZALEZ 221,5360,03825-422266 / 425116,,,,,,-29.164379,-67.5001
12,LA RIOJA,25,XXV-LA RIOJA,agencia,487,AG. CHAMICAL,CHAMICAL,SAN MARTIN 150,5380,03826-422150,,,,,,-30.360656,-66.315157
12,LA RIOJA,25,XXV-LA RIOJA,agencia,488,AG. CHEPES,CHEPES,JUAN DOMINGO PERON Y ROQUE SAENZ PEÑA,5470,03821-420231,,,,,,-31.335751,-66.592047
12,LA RIOJA,25,XXV-LA RIOJA,agencia,489,AG. AIMOGASTA,AIMOGASTA,20 DE MAYO 265,5310,03827-420125,,,,,,-28.554181,-66.817267
12,LA RIOJA,25,XXV-LA RIOJA,agencia,490,AG. MILAGRO,EL MILAGRO,ESTAC. FERROCARRIL GRAL. BELGRANO,5274,03826-497171,,,"Gimnasia, alimentación saludable, enfermedades cariovasculares",,,-31.007886,-65.99488
12,LA RIOJA,25,XXV-LA RIOJA,agencia,491,AG. VILLA UNION,VILLA UNION,J. V. GONZALEZ E HIPOLITO IRIGOYEN,5350,03825-470000,,,,,,-29.315777,-68.227032
12,LA RIOJA,25,XXV-LA RIOJA,agencia,492,AG. SAN BLAS DE LOS SAUCES,SALICAS,CALLE PRINCIPAL S/NRO.,5237,03827-497083,,,,,,-28.376732,-67.070743
12,LA RIOJA,25,XXV-LA RIOJA,agencia,493,AG. VINCHINA,VINCHINA,SAN MARTIN S/NRO.,5357,03825-494113,,,,,,-28.762693,-68.206415
12,LA RIOJA,25,XXV-LA RIOJA,agencia,494,AG. TAMA,TAMA,ROSARIO VERA PEÑALOZA S/NRO. (MUNICIPIO),5385,03826-490328,,,,,,-30.507499,-66.527284
12,LA RIOJA,25,XXV-LA RIOJA,agencia,495,AG. ANILLACO,ANILLACO,CATAMARCA OESTE S/NRO.,5301,03827-494053,,,,,,-28.80655,-66.942365
12,LA RIOJA,25,XXV-LA RIOJA,agencia,496,AG. FAMATINA,FAMATINA,9 DE JULIO S/NRO.,5365,03825-493178,,,Festejos locales,,,-28.921857,-67.520092
12,LA RIOJA,25,XXV-LA RIOJA,agencia,497,AG. NONOGASTA,NONOGASTA,AV. EL LIBERTADOR S/NRO.,5372,03825-499410,,,,,,-29.301707,-67.504985
12,LA RIOJA,25,XXV-LA RIOJA,agencia,498,AG. OLTA,OLTA,SAN MARTIN ESQ. CASTRO BARROS,5383,03826-491686,,,,,,-30.631376,-66.26372
12,LA RIOJA,25,XXV-LA RIOJA,agencia,499,AG. CAMPANAS,CAMPANAS,CALLE PUBLICA S/NRO. BARRIO LOS MAZA,5361,03821-427010,,,,,,-28.566667,-67.616667
13,MENDOZA,4,IV-MENDOZA,ugl,0,,MENDOZA,CORDOBA 246,5500,CONMUTADOR: 0261-441-3900,0261-4413995 0261-4413992,0261-4231515/7503,"Artesanías / Manualidades, Memoria, Narración",int. 123,DR. MARCELO ALVAREZ,-33.0345422,-68.8819954
13,MENDOZA,4,IV-MENDOZA,agencia,89,AG. GUAYMALLEN,GUAYMALLEN,AV. BANDERA DE LOS ANDES 3909,5521,446-0056 / 0241,,,,,,-32.901858,-68.790983
13,MENDOZA,4,IV-MENDOZA,agencia,90,AG. SAN MARTIN,SAN MARTIN,LEANDRO ALEM 593,5570,02623-4258745 / 425683 / 421288 / 4268715,,,,,,-32.903209,-68.827676
13,MENDOZA,4,IV-MENDOZA,agencia,91,AG. TUNUYAN,TUNUYAN,HIPOLITO IRIGOYEN 888,5560,02622-422541 / 3963,,,,,,-33.571007,-69.012902
13,MENDOZA,4,IV-MENDOZA,agencia,92,AG. MAIPU,MAIPU,MITRE 278,5515,0261-4975487 / 4811850,,,,,,-32.981776,-68.78564
13,MENDOZA,4,IV-MENDOZA,agencia,93,AG. LUJAN DE CUYO,LUJAN DE CUYO,ROQUE SAENZ PEÑA 529,5507,0261-4980257 / 4982292 / 4982317 / 4982284,,,,,,-33.032467,-68.90313
13,MENDOZA,4,IV-MENDOZA,agencia,94,AG. LAS HERAS,LAS HERAS,SAN MARTIN 516,5539,0261-4372768 / 78,,,,,,-32.860195,-68.83304
13,MENDOZA,4,IV-MENDOZA,agencia,95,AG. 6TA. SECCION CAPITAL,MENDOZA,PASO DE LOS ANDES 2955,5000,0261-4201058 / 4201123,,,,,,-32.868306,-68.854734
13,MENDOZA,4,IV-MENDOZA,agencia,96,AG. LAVALLE,LAVALLE,LAS HERAS 50,5533,0261-494 1966 / 0261-494 1966 LUNES Y MIER. (EN CENTRO DE JUBILADOS) TEL. 0261-4941180 MARTES (EN C,,,,,,-32.8862,-68.838769
13,MENDOZA,4,IV-MENDOZA,agencia,97,AG. LA CONSULTA,LA CONSULTA,9 DE JULIO 235,5567,02622-471219,,,,,,-33.733263,-69.117873
13,MENDOZA,4,IV-MENDOZA,agencia,98,AG. LA PAZ,LA PAZ,GALIGNIANA 151,5590,,,,,,,-33.45973,-67.549011
13,MENDOZA,4,IV-MENDOZA,agencia,99,AG. LAS CATITAS,LAS CATITAS,FRANCISCO CIROT 85,5594,,,,"Memoria, Narración",,,-33.29818,-68.047564
13,MENDOZA,4,IV-MENDOZA,agencia,100,AG. RIVADAVIA,RIVADAVIA,WENCESLAO NÚÑEZ 732,6237,0263-4555530 / 4442797,,,,,,-33.193844,-68.465602
13,MENDOZA,4,IV-MENDOZA,agencia,101,AG. USPALLATA,USPALLATA,SAN PABLO S/N,5545,02624-420274,,,,,,-32.589942,-69.345471
13,MENDOZA,4,IV-MENDOZA,agencia,102,AG. TUPUNGATO,TUPUNGATO,ALMIRANTE BROWN 290,5561,02622-488073,,,,,,-33.367435,-69.146687
13,MENDOZA,4,IV-MENDOZA,agencia,103,AG. JUNIN,JUNIN,LADISLAO SEGURA 123,5573,02623-4492486 / 4420274,,,,,,-33.145097,-68.485005
13,MENDOZA,4,IV-MENDOZA,agencia,104,AG. SAN RAFAEL,SAN RAFAEL,AV. RIVADAVIA 40,5600,02627-425189/427998,02627-430217,,,,,-34.6108,-68.327712
13,MENDOZA,4,IV-MENDOZA,agencia,105,AG. GRAL. ALVEAR,GENERAL ALVEAR,PELLEGRINI 370,5620,02625-423946 / 3967,,,,,,-34.973936,-67.685654
13,MENDOZA,4,IV-MENDOZA,agencia,106,AG. MALARGUE,MALARGUE,AVDA. RUFINO ORTEGA 778,5613,0260 - 447-1799 / 2687,,,,,,-35.47203,-69.580715
13,MENDOZA,4,IV-MENDOZA,agencia,107,AG. VILLA ATUEL,VILLA ATUEL,9 DE JULIO Y SARMIENTO,5622,0260-4605050,,,,,,-34.831031,-67.923496
13,MENDOZA,4,IV-MENDOZA,agencia,108,AG. BOWEN,BOWEN,COLON Y SAN MARTIN,5634,,,,,,,-35.001777,-67.497044
13,MENDOZA,4,IV-MENDOZA,agencia,109,AG. MONTE COMAN,MONTE COMAN,Av. Mendoza 149,5609,02627-0260-4490051,,,,,,-34.59252,-67.879765
14,MISIONES,18,XVIII-MISIONES,ugl,0,,POSADAS,SALTA 1744,3300,0376-4427809 / 4421076 / 4438278 / 4421616 / 4421617,0376-4430548,0376-4421616/17,"Caminatas, técnicas de trabajo corporal, enfermedades endócrino metabólicas, yoga otras técnicas orientales, enfermedades oste músculo articulares, danzas, gimnasia, artesanías / menualidades, corte y confección, reciclado de ropa",0376-4438169,DRA. LILIANA DIAZ,-27.3717183,-55.89381479999999
14,MISIONES,18,XVIII-MISIONES,agencia,368,AG. OBERA,OBERA,AV.LIBERTAD 455,3360,03755-422766,,,,,,-27.487258,-55.113797
14,MISIONES,18,XVIII-MISIONES,agencia,369,AG. ELDORADO,ELDORADO,LOWE 175,3380,03751-421357,,,,,,-26.399404,-54.626784
14,MISIONES,18,XVIII-MISIONES,agencia,370,AG. APOSTOLES,APOSTOLES,BELGRANO 447,3350,03758-422144,,,,,,-27.914453,-55.754911
14,MISIONES,18,XVIII-MISIONES,agencia,371,AG. JARDIN AMERICA,JARDIN AMERICA,URUGUAY 369,3328,03743-460002,,,,,,-27.042767,-55.226905
14,MISIONES,18,XVIII-MISIONES,agencia,372,AG. PUERTO RICO,PUERTO RICO,9 DE JULIO S/NRO.,3334,03743-420099,,,,,,-26.8,-55.033333
14,MISIONES,18,XVIII-MISIONES,agencia,373,AG. MONTECARLO,MONTECARLO,CULMEY Y HORACIO QUIROGA,3384,03751-480502,,,,,,-26.566075,-54.763162
14,MISIONES,18,XVIII-MISIONES,agencia,374,AG. PUERTO IGUAZU,PUERTO IGUAZU,SAN MARTIN 231 LOC. 6,3370,03757-421917,,,,,,-25.596261,-54.574415
14,MISIONES,18,XVIII-MISIONES,agencia,375,AG. LEANDRO N. ALEM,LEANDRO N. ALEM,25 DE MAYO 25,3315,03754-420161,,,,,,-27.600213,-55.317129
14,MISIONES,18,XVIII-MISIONES,agencia,376,AG. SAN VICENTE,SAN VICENTE,JUAN BAUTISTA ALBERDI S/N,3364,03755-460222,,,,,,-26.995016,-54.485843
14,MISIONES,18,XVIII-MISIONES,agencia,377,AG. BERNARDO DE IRIGOYEN,BERNARDO DE IRIGOYEN,AV.GUACURARI S/N,3366,03741-420220,,,,,,-26.250993,-53.65153
14,MISIONES,18,XVIII-MISIONES,agencia,378,AG. SAN JAVIER,SAN JAVIER,SARMIENTO Y JACOBO LENUZZA,3357,03754-482214,,,,,,-27.871878,-55.138904
14,MISIONES,18,XVIII-MISIONES,agencia,379,AG. SAN PEDRO,SAN PEDRO,ALBERDI 358,3364,03888-420291 / 03888-422867,,,,,,-26.630791,-54.113206
14,MISIONES,18,XVIII-MISIONES,agencia,380,AG. PUERTO ESPERANZA,PUERTO ESPERANZA,ENTRE RIOS S/NRO.,3378,03757-480610,,,,,,-26.025107,-54.615186
14,MISIONES,18,XVIII-MISIONES,agencia,381,AG. SAN IGNACIO,SAN IGNACIO,SAN MARTIN 253,3322,03752-470384,,,,,,-27.259169,-55.537355
14,MISIONES,18,XVIII-MISIONES,agencia,382,AG. EL SOBERBIO,EL SOBERBIO,MORENO 433,3364,03755-495312,,,,,,-27.297655,-54.201139
14,MISIONES,18,XVIII-MISIONES,agencia,383,AG. ARISTOBULO DEL VALLE,ARISTOBULO DEL VALLE,PADRE FIEGE 1054,3364,03755-470381,,,,,,-27.09781,-54.896151
14,MISIONES,18,XVIII-MISIONES,agencia,384,AG. SAN JOSE,SAN JOSE,AVDA. CENTENARIO Y DON BOSCO,3307,03758-492027,,,,,,-27.769836,-55.780606
14,MISIONES,18,XVIII-MISIONES,agencia,385,AG. 25 DE MAYO,25 DE MAYO,RIVADAVIA 320,3363,,,,,,,-27.376988,-54.743378
14,MISIONES,18,XVIII-MISIONES,agencia,386,AG. CANDELARIA,CANDELARIA,AVDA. ROQUE GONZALEZ S/NRO.,3308,,,,,,,-27.461881,-55.745083
14,MISIONES,18,XVIII-MISIONES,agencia,387,AG. SANTA ANA,SANTA ANA,AVDA. SAN MARTIN S/NRO.,3316,,,,,,,-27.370052,-55.580825
14,MISIONES,18,XVIII-MISIONES,agencia,388,AG. PUERTO PIRAY,PUERTO PIRAY,MARCOS PAZ 2400,3381,,,,,,,-26.469344,-54.716454
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,ugl,0,,NEUQUEN,SARMIENTO 659,8300,0299-442-6353 / 6866,,,,,DR. EDUARDO HERNANDEZ,-38.9571472,-68.068463
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,339,AG. NEUQUEN,NEUQUEN,HIPOLITO IRIGOYEN 45,8300,0299-4475854 / 448-6902 / 448-7384 / 448-7383,0299-4426436,0299-4486998,Alimentación saludable,0299-447 0853 / int 222 / 234,,-38.954637,-68.060671
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,340,AG. CUTRAL CO,CUTRAL CO,AVDA. OLASCOAGA 570,8322,0299-4961649 / 4860081,,,,,,-38.93249,-69.221295
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,341,AG. ZAPALA,ZAPALA,EJERCITO ARGENTINO 201,8340,02942-430817 02942 432155,,,"Alimentación saludable, enfermedades cardiovasculares, enfermedades endocrino metabólicas",,,-38.904977,-70.070161
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,342,AG. SAN MARTIN DE LOS ANDES,SAN MARTIN DE LOS ANDES,RAMAYON 640,8370,02972-427854 / 411556,,,,,,-40.152621,-71.345669
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,343,AG. RINCON DE LOS SAUCES,RINCON DE LOS SAUCES,SAN MARTIN 1047,8319,0299-4886495,,,,,,-37.390857,-68.924496
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,344,AG. CENTENARIO,CENTENARIO,PADRE JACINTO STABILE 247,8309,0299-4891778,,,,,,-38.833791,-68.134983
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,345,AG. CHOS MALAL,CHOS MALAL,LAVALLE 120,8353,02948-421297,,,,,,-37.376791,-70.27285
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,346,AG. PLOTTIER,PLOTTIER,MARTELOTTA 96,8316,0299-4933581,,,,,,-38.952734,-68.229139
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,347,AG. JUNIN DE LOS ANDES,JUNIN DE LOS ANDES,CNEL. SUAREZ 59,8371,02972-491418,,,,,,-39.950543,-71.075023
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,348,AG. LONCOPUE,LONCOPUE,DAVID ALMENDRA S/NRO.,8349,02948-498135,,,,,,-38.071575,-70.615618
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,349,AG. ALUMINE,ALUMINE,CONRRADO VILLEGAS S/NRO.,8345,0294-2496245,,,,,,-39.234912,-70.922506
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,350,AG. VILLA LA ANGOSTURA,VILLA LA ANGOSTURA,CACIQUE SAYHUEQUE 179,8407,02944-494535,,,,,,-40.763251,-71.646187
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,351,AG. PLAZA HUINCUL,PLAZA HUINCUL,AVDA. SAN MARTIN 773,8318,0299-4965175,,,,,,-38.93032,-69.202005
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,352,AG. PIEDRA DEL AGUILA,PIEDRA DEL AGUILA,SARMIENTO 90,8315,0299-493290,,,,,,-40.047821,-70.074753
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,516,AG. GENERAL ROCA,GENERAL ROCA,9 DE JULIO Y BELGRANO,8332,0298-4428231 /4426211 /4421408 /4430768 /4435421 /4435453 /4428231 /4420588 / 4420000 /,0298-4431591,0298-4424107,"Actividad acuática, gimnasia, periodismo, encuentros vivenciales, reflexión, computación, alimentación saludable, enfermedades endócrino metabólicas, conocimiento t participación en prg. que defienden derechos de ad. mayores, narración",0298-4435421,,-39025,-67575
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,517,AG. VIEDMA,VIEDMA,IRIGOYEN 171,8500,02920-422032,,,,,,-40.811276,-62.990052
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,518,AG. S. C. DE BARILOCHE,SAN CARLOS DE BARILOCHE,VICE ALMIRANTE O CONNOR 847,8400,0294-4421415 /4834 /1081,,,Actividad acuática,,,-41.133434,-71.297818
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,519,AG. CIPOLETTI,CIPOLETTI,HIPOLITO IRIGOYEN 1045,8324,0299-4785226 / 4785341,,,,,,-38.939601,-67.98838
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,520,AG. VA. REGINA,VILLA REGINA,RIVADAVIA 87,8336,02984-462141,,,"Yoga otras técnicas orientales, teatro, alimentación saludable, festejos locales",,,-39.099094,-67.08777
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,521,AG. EL ALTO BARILOCHE,SAN CARLOS DE BARILOCHE,BROWN 1071 E/RIUZ MORENO Y ELORDI E.,8400,0294-4430071/ 4437760 / 4436040/ 4436549,,,,,,-41.148591,-71.297346
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,522,AG. SAN ANTONIO OESTE,SAN ANTONIO OESTE,BELGRANO 1140,8520,02934-421572,,,,,,-40.730023,-64.946036
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,523,AG. EL BOLSON,EL BOLSON,SAN MARTIN 3431,8430,02944-492544,,,,,,-41.966766,-71.535788
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,524,AG. CINCO SALTOS,CINCO SALTOS,SARMIENTO 346,8303,0299-4980776,,,,,,-38.825968,-68.067133
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,525,AG. CHOELE CHOEL,CHOELE CHOEL,SAN MARTIN 1291,8360,02946-442399,,,,,,-39.296264,-65.658442
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,526,AG. RIO COLORADO,RIO COLORADO,ROCA 122,8138,02931-432172,,,,,,-38.992605,-64.09476
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,527,AG. INGENIERO JACOBACCI,INGENIERO JACOBACCI,SAN MARTIN 291,8418,02940-432031,,,,,,-41.327681,-69.549344
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,528,AG. ALLEN,ALLEN,JUAN B. JUSTO 42,8328,02984-450698,,,,,,-38.978728,-67.82964
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,529,AG. CATRIEL,CATRIEL,JULIO A. ROCA 497,8307,0299-4911435,,,,,,-37.883423,-67.799681
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,530,AG. ING. HUERGO,INGENIERO HUERGO,SAN MARTIN 703,8334,02984-480349,,,,,,-39.069046,-67.235863
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,531,AG. GENERAL CONESA,GENERAL CONESA,SARMIENTO 267,8503,02931-498264,,,,,,-40.102958,-64.457738
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,532,AG. SIERRA GRANDE,SIERRA GRANDE,PEHUEN 185,8532,02934- 481422,,,,,,-41.607068,-65.354884
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,533,AG. VALCHETA,VALCHETA,VICENTE LOPEZ Y GOB. PAGANO,8536,02934-493-270 / 02940- 492281,,,,,,-40.847223,-68.088806
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,534,AG. LOS MENUCOS,LOS MENUCOS,LA PAMPA 1144,8424,02940-492281,,,,,,-40.847851,-68.088989
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,535,AG. CAMPO GRANDE,"VILLA MANZANO, CAMPO GRANDE",LUIS PASTEUR 124,8304,0299-4973375,,,,,,-38.680175,-68.214896
15,NEUQUEN,39,XXXIX PATAGONIA NORTE,agencia,536,AG. GRAL. FERNANDEZ ORO,GRAL. FERNANDEZ ORO,MARIANO MORENO 263,8324,,,,,,,-38.952868,-67.923503
17,SALTA,12,XII-SALTA,ugl,0,,SALTA,ZUVIRIA 20,4400,0387-431-1172 / 1284 / 1054 � 4311215 / 4313840 / 4314206,,0387-4314205/1284,"técnicas de trabajo corporal, reflexión, alimentación saludable, enfermedades neurocognitivas, gimnasia, grupo autoayuda, arte culinario",int. 156,LIC. HERNAN SPOLLANSKY,-24.788651,-65.40960869999999
