tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_delegacion,extra2_codigo_delegacion,extra3,lat,lon
Farmacia,,921000563,SABIN,SAN JUAN,,,DESAMPARAD,"AVENIDA IGNACIO DE LA R, DESAMPARAD, SAN JUAN, Argentina",AVENIDA IGNACIO DE LA R,5400,,SAN JUAN,21,,,
Farmacia,,921202203,SAGRADA FAMILIA,SAN JUAN,,,SANTA LUCI,"AVENIDA H IRIGOYEN 1366, SANTA LUCI, SAN JUAN, Argentina",AVENIDA H IRIGOYEN 1366,5411,,SAN JUAN,21,,,
Farmacia,,921202330,SALTA,SAN JUAN,,,SAN JUAN,"SALTA 1181, SAN JUAN, SAN JUAN, Argentina",SALTA 1181,5400,,SAN JUAN,21,,,
Farmacia,,921202391,SAN AGUSTIN,SAN JUAN,,,SAN JUAN,"MENDOZA 926, SAN JUAN, SAN JUAN, Argentina",MENDOZA 926,5400,,SAN JUAN,21,,,
Farmacia,,921200791,SAN ANDRES,SAN JUAN,,,SAN JUAN,"GENERAL ACHA 2, SAN JUAN, SAN JUAN, Argentina",GENERAL ACHA 2,5400,,SAN JUAN,21,,,
Farmacia,,921201612,SAN ARCANGEL,SAN JUAN,,,RAWSON,"REPUBLICA DEL LIBA 1388, RAWSON, SAN JUAN, Argentina",REPUBLICA DEL LIBA 1388,5427,,SAN JUAN,21,,,
Farmacia,,921200184,SAN BENITO,SAN JUAN,,,CHIMBAS,"AVENIDA BENAVIDEZ 3245, CHIMBAS, SAN JUAN, Argentina",AVENIDA BENAVIDEZ 3245,5413,,SAN JUAN,21,,,
Farmacia,,921201889,SAN BENITO CENTRO,SAN JUAN,,,SAN JUAN,"AVENIDA RIOJA SUR 135, SAN JUAN, SAN JUAN, Argentina",AVENIDA RIOJA SUR 135,5400,,SAN JUAN,21,,,
Farmacia,,921203505,SAN BENITO DEL MERCADO,SAN JUAN,,,SAN JUAN,"AVENIDA RAWSON NORTE 280, SAN JUAN, SAN JUAN, Argentina",AVENIDA RAWSON NORTE 280,5400,,SAN JUAN,21,,,
Farmacia,,921201919,SAN BERNARDO,SAN JUAN,,,VALLE FERT,"RIVADAVIA 11, VALLE FERT, SAN JUAN, Argentina",RIVADAVIA 11,5449,,SAN JUAN,21,,,
Farmacia,,921202078,SAN BLAS,SAN JUAN,,,POCITO,"JOAQUIN UÑAC, POCITO, SAN JUAN, Argentina",JOAQUIN UÑAC,5427,,SAN JUAN,21,,,
Farmacia,,921201579,SAN CAYETANO,SAN JUAN,,,LA PUNTILL,"RAWSON, LA PUNTILL, SAN JUAN, Argentina",RAWSON,5439,,SAN JUAN,21,,,
Farmacia,,921000951,SAN CRISTOBAL,SAN JUAN,,,SAN JUAN,"A TAPIA 454, SAN JUAN, SAN JUAN, Argentina",A TAPIA 454,5400,,SAN JUAN,21,,,
Farmacia,,921002694,SAN EXPEDITO,SAN JUAN,,,9 DE JULIO,"DIAG SAN MARTIN, 9 DE JULIO, SAN JUAN, Argentina",DIAG SAN MARTIN,5417,,SAN JUAN,21,,,
Farmacia,,921200616,SAN GABRIEL,SAN JUAN,,,RAWSON,"HIPOLITO YRIGOYEN 3157, RAWSON, SAN JUAN, Argentina",HIPOLITO YRIGOYEN 3157,5400,,SAN JUAN,21,,,
Farmacia,,921201770,SAN GABRIEL II,SAN JUAN,,,RAWSON,"GENERAL ACHA, RAWSON, SAN JUAN, Argentina",GENERAL ACHA,5425,,SAN JUAN,21,,,
Farmacia,,921200385,SAN JUAN,SAN JUAN,,,SAN JUAN,"LIBERT SAN MARTIN 4201, SAN JUAN, SAN JUAN, Argentina",LIBERT SAN MARTIN 4201,5400,,SAN JUAN,21,,,
Farmacia,,921200323,SAN JUDAS TADEO,SAN JUAN,,,SAN JUAN,"SALTA Y J JUFRE 903, SAN JUAN, SAN JUAN, Argentina",SALTA Y J JUFRE 903,5400,,SAN JUAN,21,,,
Farmacia,,921000594,SAN LUIS,SAN JUAN,,,DESAMPARAD,"URQUIZA ESQ AV COR, DESAMPARAD, SAN JUAN, Argentina",URQUIZA ESQ AV COR,5400,,SAN JUAN,21,,,
Farmacia,,921000934,SAN NICOLAS,SAN JUAN,,,RIVADAVIA,"LIBARTADOR S MARTI 4900, RIVADAVIA, SAN JUAN, Argentina",LIBARTADOR S MARTI 4900,5400,,SAN JUAN,21,,,
Farmacia,,921002166,SAN PABLO,SAN JUAN,,,STA LUCIA,"H IRIGOYEN ESTE 1845, STA LUCIA, SAN JUAN, Argentina",H IRIGOYEN ESTE 1845,5411,,SAN JUAN,21,,,
Farmacia,,921002030,SAN PANTALEON,SAN JUAN,,,SAN JUAN,"RIVADAVIAOESTE 13, SAN JUAN, SAN JUAN, Argentina",RIVADAVIAOESTE 13,5400,,SAN JUAN,21,,,
Farmacia,,921201936,SAN PANTALEON II,SAN JUAN,,,SAN JUAN,"LAPRIDA 802, SAN JUAN, SAN JUAN, Argentina",LAPRIDA 802,5400,,SAN JUAN,21,,,
Farmacia,,921201150,SAN RAFAEL,SAN JUAN,,,POCITO,"2 DE ABRIL Y SARMI, POCITO, SAN JUAN, Argentina",2 DE ABRIL Y SARMI,5435,,SAN JUAN,21,,,
Farmacia,,921002367,SAN VICENTE DE PAUL,SAN JUAN,,,ANGACO,"NAC Y AGUI, ANGACO, SAN JUAN, Argentina",NAC Y AGUI,5415,,SAN JUAN,21,,,
Farmacia,,921202108,SANIDAD,SAN JUAN,,,SAN JUAN,"MENDOZA 483, SAN JUAN, SAN JUAN, Argentina",MENDOZA 483,5400,,SAN JUAN,21,,,
Farmacia,,921001591,SANTA BARBARA,SAN JUAN,,,POCITO,"MENDOZA 176, POCITO, SAN JUAN, Argentina",MENDOZA 176,5427,,SAN JUAN,21,,,
Farmacia,,921001819,SANTA CECILIA,SAN JUAN,,,SAN JUAN,"AMEGHINO SUR 393, SAN JUAN, SAN JUAN, Argentina",AMEGHINO SUR 393,5400,,SAN JUAN,21,,,
Farmacia,,921002061,SANTA ELENA,SAN JUAN,,,RAWSON,"REP DEL LIBANO 2180, RAWSON, SAN JUAN, Argentina",REP DEL LIBANO 2180,5425,,SAN JUAN,21,,,
Farmacia,,921002523,SANTA GEMA,SAN JUAN,,,SAN JUAN,"IGNACIO DE LA 1303, SAN JUAN, SAN JUAN, Argentina",IGNACIO DE LA 1303,5400,,SAN JUAN,21,,,
Farmacia,,921201316,SANTA LUCIA,SAN JUAN,,,SANTA LUCI,"GRAL PAZ 2149, SANTA LUCI, SAN JUAN, Argentina",GRAL PAZ 2149,5411,,SAN JUAN,21,,,
Farmacia,,921200306,SANTA MARTA,SAN JUAN,,,RAWSON,"COMANDANTE CABOT 702, RAWSON, SAN JUAN, Argentina",COMANDANTE CABOT 702,5425,,SAN JUAN,21,,,
Farmacia,,921001744,SANTA RITA,SAN JUAN,,,SAN MARTIN,"LINTON Y SARMIENTO, SAN MARTIN, SAN JUAN, Argentina",LINTON Y SARMIENTO,5439,,SAN JUAN,21,,,
Farmacia,,921002384,SANTA ROSA DE LIMA,SAN JUAN,,,25 DE MAYO,"BARRERAS Y S MA, 25 DE MAYO, SAN JUAN, Argentina",BARRERAS Y S MA,5443,,SAN JUAN,21,,,
Farmacia,,921201984,SANTA ROSA DE LIMA II,SAN JUAN,,,SAN JUAN,"DIAG SAN MARTIN, SAN JUAN, SAN JUAN, Argentina",DIAG SAN MARTIN,5417,,SAN JUAN,21,,,
Farmacia,,921202156,SANTE,SAN JUAN,,,SAN JUAN,"SARMIENTO 1944, SAN JUAN, SAN JUAN, Argentina",SARMIENTO 1944,5400,,SAN JUAN,21,,,
Farmacia,,921000672,SARMIENTO,SAN JUAN,,,CDAD SAN J,"CATAMARCA ESQ STA, CDAD SAN J, SAN JUAN, Argentina",CATAMARCA ESQ STA,5400,,SAN JUAN,21,,,
Farmacia,,921200909,SIGLO 21,SAN JUAN,,,RAWSON,"REPUBLICA DEL LIBA 330, RAWSON, SAN JUAN, Argentina",REPUBLICA DEL LIBA 330,5425,,SAN JUAN,21,,,
Farmacia,,921202251,SOCIAL II,SAN JUAN,,,SAN JUAN,"AVENIDA CORDOBA OESTE 192, SAN JUAN, SAN JUAN, Argentina",AVENIDA CORDOBA OESTE 192,5400,,SAN JUAN,21,,,
Farmacia,,921202187,STORNIOLO,SAN JUAN,,,RIVADAVIA,"REP DEL LIBANO 3105, RIVADAVIA, SAN JUAN, Argentina",REP DEL LIBANO 3105,5425,,SAN JUAN,21,,,
Farmacia,,921000702,SUIZA,SAN JUAN,,,VILLA KRAU,"SARMIENTO 584, VILLA KRAU, SAN JUAN, Argentina",SARMIENTO 584,5425,,SAN JUAN,21,,,
Farmacia,,921201844,TRINIDAD,SAN JUAN,,,SAN JUAN,"GENERAL ACHA 1438, SAN JUAN, SAN JUAN, Argentina",GENERAL ACHA 1438,5400,,SAN JUAN,21,,,
Farmacia,,921200760,TUCUMAN,SAN JUAN,,,CHIMBAS,"TUCUMAN 589, CHIMBAS, SAN JUAN, Argentina",TUCUMAN 589,5413,,SAN JUAN,21,,,
Farmacia,,921000716,TULUM,SAN JUAN,,,CONCEPCION,"TUCUMAN Y HUARPES, CONCEPCION, SAN JUAN, Argentina",TUCUMAN Y HUARPES,5400,,SAN JUAN,21,,,
Farmacia,,921000903,ULLUM,SAN JUAN,,,ULLUM,"RUTA 60, ULLUM, SAN JUAN, Argentina",RUTA 60,5409,,SAN JUAN,21,,,
Farmacia,,921201704,UNIVERSIDAD I,SAN JUAN,,,RIVADAVIA,"AVENIDA IGNACIO DE LA R 1139, RIVADAVIA, SAN JUAN, Argentina",AVENIDA IGNACIO DE LA R 1139,5400,,SAN JUAN,21,,,
Farmacia,,921201132,URBANA,SAN JUAN,,,SAN JUAN,"RIVADAVIA 290, SAN JUAN, SAN JUAN, Argentina",RIVADAVIA 290,5400,,SAN JUAN,21,,,
Farmacia,,921201487,VALENTINA,SAN JUAN,,,RIVADAVIA,"HIPOLITO IRIGOYEN 687, RIVADAVIA, SAN JUAN, Argentina",HIPOLITO IRIGOYEN 687,5400,,SAN JUAN,21,,,
Farmacia,,921201442,VIDART,SAN JUAN,,,RAWSON,"VIDART 933, RAWSON, SAN JUAN, Argentina",VIDART 933,5425,,SAN JUAN,21,,,
Farmacia,,921000751,VILLA KRAUSE,SAN JUAN,,,VILLA KRAU,"MENDOZA 1775, VILLA KRAU, SAN JUAN, Argentina",MENDOZA 1775,5425,,SAN JUAN,21,,,
Farmacia,,921200930,VILLA KRAUSE II,SAN JUAN,,,RAWSON,"BV SARMIENTO 241, RAWSON, SAN JUAN, Argentina",BV SARMIENTO 241,5425,,SAN JUAN,21,,,
Farmacia,,921201177,VIRGEN DEL MAR,SAN JUAN,,,SANTA LUCI,"AVENIDA SARMIENTO 1499, SANTA LUCI, SAN JUAN, Argentina",AVENIDA SARMIENTO 1499,5411,,SAN JUAN,21,,,
Farmacia,,921201797,WAL-MART,SAN JUAN,,,RIVADAVIA,"AVENIDA IGNACIO DE LA R 806, RIVADAVIA, SAN JUAN, Argentina",AVENIDA IGNACIO DE LA R 806,5577,,SAN JUAN,21,,,
Farmacia,,921202234,ZARATE,SAN JUAN,,,SAN JUAN,"RIVADAVIA 586, SAN JUAN, SAN JUAN, Argentina",RIVADAVIA 586,5400,,SAN JUAN,21,,,
Farmacia,,921201517,ZONDA,SAN JUAN,,,ZONDA,"RUTA 12 KM 24, ZONDA, SAN JUAN, Argentina",RUTA 12 KM 24,5401,,SAN JUAN,21,,,
Farmacia,,926000914,ACCETTA,SAN LUIS,,,VILLA MERCEDES,"25 DE MAYO 17, VILLA MERCEDES, SAN LUIS, Argentina",25 DE MAYO 17,5730,,SAN LUIS,26,,,
Farmacia,,926201283,ADRIANA SANTAPAU,SAN LUIS,,,VILLA MERCEDES,"HIPOLITO IRIGOYEN 552, VILLA MERCEDES, SAN LUIS, Argentina",HIPOLITO IRIGOYEN 552,5730,,SAN LUIS,26,,,
Farmacia,,926000482,AGUILAR,SAN LUIS,,,VILLA MERCEDES,"PUEYRREDON 331, VILLA MERCEDES, SAN LUIS, Argentina",PUEYRREDON 331,5730,,SAN LUIS,26,,,
Farmacia,,926201641,AIKEN,SAN LUIS,,,MERLO,"AVENIDA NORTE 1625, MERLO, SAN LUIS, Argentina",AVENIDA NORTE 1625,5881,,SAN LUIS,26,,,
Farmacia,,926001738,AIMAR,SAN LUIS,,,JUANA KOSL,"RUTA 20, JUANA KOSL, SAN LUIS, Argentina",RUTA 20,5701,,SAN LUIS,26,,,
Farmacia,,926001663,ALCIBAR ZAKIEL,SAN LUIS,,,QUINES,"PRINGLES 507, QUINES, SAN LUIS, Argentina",PRINGLES 507,5711,,SAN LUIS,26,,,
Farmacia,,926001802,ALFA,SAN LUIS,,,VILLA MERCEDES,"BUENOS AIRES 159, VILLA MERCEDES, SAN LUIS, Argentina",BUENOS AIRES 159,5730,,SAN LUIS,26,,,
Farmacia,,926200566,ALRIC,SAN LUIS,,,SAN LUIS,"AVENIDA DEL FUNDADOR 1295, SAN LUIS, SAN LUIS, Argentina",AVENIDA DEL FUNDADOR 1295,5700,,SAN LUIS,26,,,
Farmacia,,926202140,ALTOS DEL OESTE,SAN LUIS,,,VILLA MERCEDES,"GUEMES 1082, VILLA MERCEDES, SAN LUIS, Argentina",GUEMES 1082,5730,,SAN LUIS,26,,,
Farmacia,,926201855,AMERICANA,SAN LUIS,,,SAN LUIS,"FALUCHO BO ATE M C 123, SAN LUIS, SAN LUIS, Argentina",FALUCHO BO ATE M C 123,5700,,SAN LUIS,26,,,
Farmacia,,926200658,ARCE ZANGLA,SAN LUIS,,,SAN LUIS,"AVENIDA ESPAÑA 310, SAN LUIS, SAN LUIS, Argentina",AVENIDA ESPAÑA 310,5700,,SAN LUIS,26,,,
Farmacia,,926000169,ARGENTINA,SAN LUIS,,,SAN LUIS,"PRINGLES 831, SAN LUIS, SAN LUIS, Argentina",PRINGLES 831,5700,,SAN LUIS,26,,,
Farmacia,,926201750,ARIAS,SAN LUIS,,,QUINES,"PRINGLES Y 24 DE F, QUINES, SAN LUIS, Argentina",PRINGLES Y 24 DE F,5711,,SAN LUIS,26,,,
Farmacia,,926000107,AVENIDA,SAN LUIS,,,SAN LUIS,"AVENIDA PTE PERON 1150, SAN LUIS, SAN LUIS, Argentina",AVENIDA PTE PERON 1150,5700,,SAN LUIS,26,,,
Farmacia,,926001790,AVENIDA,SAN LUIS,,,SAN FRANCISCO,"AVENIDA SARMIENTO 188, SAN FRANCISCO, SAN LUIS, Argentina",AVENIDA SARMIENTO 188,5705,,SAN LUIS,26,,,
Farmacia,,926001152,BALCARCE,SAN LUIS,,,SAN LUIS,"BALCARCE 609, SAN LUIS, SAN LUIS, Argentina",BALCARCE 609,5700,,SAN LUIS,26,,,
Farmacia,,926200011,BALCARCE,SAN LUIS,,,VILLA MERCEDES,"BALCARCE 700, VILLA MERCEDES, SAN LUIS, Argentina",BALCARCE 700,5730,,SAN LUIS,26,,,
Farmacia,,926202027,BARRIO 828,SAN LUIS,,,VILLA MERCEDES,"PSJE JUAN B JUSTO 801, VILLA MERCEDES, SAN LUIS, Argentina",PSJE JUAN B JUSTO 801,5730,,SAN LUIS,26,,,
Farmacia,,926200999,BELGRANO,SAN LUIS,,,VILLA MERCEDES,"POTOSI 258, VILLA MERCEDES, SAN LUIS, Argentina",POTOSI 258,5730,,SAN LUIS,26,,,
Farmacia,,926001632,BLANCO,SAN LUIS,,,ARIZONA,"SIN NOMBRE, ARIZONA, SAN LUIS, Argentina",SIN NOMBRE,6389,,SAN LUIS,26,,,
Farmacia,,926202280,CABILDO,SAN LUIS,,,SAN LUIS,"PTE ILLIA 320, SAN LUIS, SAN LUIS, Argentina",PTE ILLIA 320,5700,,SAN LUIS,26,,,
Farmacia,,926202432,CATAMARCA,SAN LUIS,,,SAN LUIS,"CATAMARCA 1784, SAN LUIS, SAN LUIS, Argentina",CATAMARCA 1784,5700,,SAN LUIS,26,,,
Farmacia,,926000081,CATEDRAL,SAN LUIS,,,SAN LUIS,"PRINGLES 863, SAN LUIS, SAN LUIS, Argentina",PRINGLES 863,5700,,SAN LUIS,26,,,
Farmacia,,926200954,CENTRAL,SAN LUIS,,,SAN LUIS,"SAN MARTIN 658, SAN LUIS, SAN LUIS, Argentina",SAN MARTIN 658,5700,,SAN LUIS,26,,,
Farmacia,,926202259,CHANGOMAS,SAN LUIS,,,VILLA MERCEDES,"PERON Y NECOCHEA  , VILLA MERCEDES, SAN LUIS, Argentina",PERON Y NECOCHEA  ,5730,,SAN LUIS,26,,,
Farmacia,,926201422,CIUDAD,SAN LUIS,,,VILLA MERCEDES,"POTOSI 63, VILLA MERCEDES, SAN LUIS, Argentina",POTOSI 63,5730,,SAN LUIS,26,,,
Farmacia,,926000526,COLEGIALES,SAN LUIS,,,VILLA MERCEDES,"SAN MARTIN Y SAN L, VILLA MERCEDES, SAN LUIS, Argentina",SAN MARTIN Y SAN L,5730,,SAN LUIS,26,,,
Farmacia,,926202089,COLON,SAN LUIS,,,SAN LUIS,"COLON 1179, SAN LUIS, SAN LUIS, Argentina",COLON 1179,5700,,SAN LUIS,26,,,
Farmacia,,926200771,CORDERO,SAN LUIS,,,TILISARAO,"AVENIDA CORDOBA 110, TILISARAO, SAN LUIS, Argentina",AVENIDA CORDOBA 110,5773,,SAN LUIS,26,,,
Farmacia,,926201021,CORTEZ,SAN LUIS,,,SAN LUIS,"BO 155 VIV MZNA 41 11, SAN LUIS, SAN LUIS, Argentina",BO 155 VIV MZNA 41 11,5700,,SAN LUIS,26,,,
Farmacia,,926200474,CRISTO REY,SAN LUIS,,,SAN LUIS,"AYACUCHO 954, SAN LUIS, SAN LUIS, Argentina",AYACUCHO 954,5700,,SAN LUIS,26,,,
Farmacia,,926201157,CRISTO REY II,SAN LUIS,,,SAN LUIS,"CENTENARIO ESTE 580, SAN LUIS, SAN LUIS, Argentina",CENTENARIO ESTE 580,5700,,SAN LUIS,26,,,
Farmacia,,926202590,CRUZ VERDE,SAN LUIS,,,VILLA MERCEDES,"CHACABUCO 447, VILLA MERCEDES, SAN LUIS, Argentina",CHACABUCO 447,5730,,SAN LUIS,26,,,
Farmacia,,926202031,CURI,SAN LUIS,,,CONCARAN,"AYACUCHO E J DARAT, CONCARAN, SAN LUIS, Argentina",AYACUCHO E J DARAT,5770,,SAN LUIS,26,,,
Farmacia,,926200985,CUYO,SAN LUIS,,,JUSTO DARA,"PRESIDENTE PERON 16, JUSTO DARA, SAN LUIS, Argentina",PRESIDENTE PERON 16,5738,,SAN LUIS,26,,,
Farmacia,,926201048,D ALOISIO,SAN LUIS,,,SAN LUIS,"ESTRADA 2010, SAN LUIS, SAN LUIS, Argentina",ESTRADA 2010,5700,,SAN LUIS,26,,,
Farmacia,,926201902,DANBEL,SAN LUIS,,,SAN LUIS,"BOLIVAR 611, SAN LUIS, SAN LUIS, Argentina",BOLIVAR 611,5700,,SAN LUIS,26,,,
Farmacia,,926202555,DE LA COSTA,SAN LUIS,,,VILLA LARCA,"RUTA 1 Y SAN MARTI, VILLA LARCA, SAN LUIS, Argentina",RUTA 1 Y SAN MARTI,5883,,SAN LUIS,26,,,
Farmacia,,926200689,DE LA VIRGEN,SAN LUIS,,,SAN LUIS,"AYACUCHO 1102, SAN LUIS, SAN LUIS, Argentina",AYACUCHO 1102,5700,,SAN LUIS,26,,,
Farmacia,,926202524,DE MARIA,SAN LUIS,,,MERLO,"AVENIDA DEL SOL 161, MERLO, SAN LUIS, Argentina",AVENIDA DEL SOL 161,5881,,SAN LUIS,26,,,
Farmacia,,926200767,DEL AGUILA,SAN LUIS,,,VILLA MERCEDES,"EDISON 2, VILLA MERCEDES, SAN LUIS, Argentina",EDISON 2,5730,,SAN LUIS,26,,,
Farmacia,,926202385,DEL AGUILA,SAN LUIS,,,VILLA MERCEDES,"EDISON 2, VILLA MERCEDES, SAN LUIS, Argentina",EDISON 2,5700,,SAN LUIS,26,,,
Farmacia,,926202341,DEL AGUILA 1,SAN LUIS,,,VILLA MERCEDES,"PEDERNERA 301, VILLA MERCEDES, SAN LUIS, Argentina",PEDERNERA 301,5700,,SAN LUIS,26,,,
Farmacia,,926202354,DEL AGUILA 2,SAN LUIS,,,VILLA MERCEDES,"MITRE 601, VILLA MERCEDES, SAN LUIS, Argentina",MITRE 601,5700,,SAN LUIS,26,,,
Farmacia,,926001786,DEL OESTE,SAN LUIS,,,SAN LUIS,"FALUCHO 1101, SAN LUIS, SAN LUIS, Argentina",FALUCHO 1101,5700,,SAN LUIS,26,,,
Farmacia,,926200535,DEL PILAR,SAN LUIS,,,SAN LUIS,"BO 134 VIV MZ 290 33, SAN LUIS, SAN LUIS, Argentina",BO 134 VIV MZ 290 33,5700,,SAN LUIS,26,,,
Farmacia,,926200941,DEL PUEBLO,SAN LUIS,,,NASCHEL,"SAN MARTIN 616, NASCHEL, SAN LUIS, Argentina",SAN MARTIN 616,5759,,SAN LUIS,26,,,
Farmacia,,926201017,DEL PUEBLO,SAN LUIS,,,SAN MARTIN,"PRINGLES Y 9 DE JU, SAN MARTIN, SAN LUIS, Argentina",PRINGLES Y 9 DE JU,5755,,SAN LUIS,26,,,
Farmacia,,926200038,DEL ROSARIO,SAN LUIS,,,VILLA MERCEDES,"MITRE 1345, VILLA MERCEDES, SAN LUIS, Argentina",MITRE 1345,5730,,SAN LUIS,26,,,
Farmacia,,926201471,DEL SOL,SAN LUIS,,,SAN LUIS,"BARRIO 142 VIVIEND 329, SAN LUIS, SAN LUIS, Argentina",BARRIO 142 VIVIEND 329,5700,,SAN LUIS,26,,,
Farmacia,,926201872,DEL TRABAJADOR,SAN LUIS,,,SAN LUIS,"BELGRANO 549, SAN LUIS, SAN LUIS, Argentina",BELGRANO 549,5700,,SAN LUIS,26,,,
Farmacia,,926202538,DEL VALLE,SAN LUIS,,,MERLO,"POETA AGÜERO 311, MERLO, SAN LUIS, Argentina",POETA AGÜERO 311,5881,,SAN LUIS,26,,,
Farmacia,,926201886,DIAGONAL,SAN LUIS,,,SAN LUIS,"BO 140 VIV MZ 386, SAN LUIS, SAN LUIS, Argentina",BO 140 VIV MZ 386,5700,,SAN LUIS,26,,,
Farmacia,,926202061,DIAS SH,SAN LUIS,,,SAN LUIS,"LISANDRO D L TORRE 351, SAN LUIS, SAN LUIS, Argentina",LISANDRO D L TORRE 351,5730,,SAN LUIS,26,,,
Farmacia,,926201344,DIVINO NIÑO,SAN LUIS,,,LA PUNTA,"BV C GARCIA MZ 28 1, LA PUNTA, SAN LUIS, Argentina",BV C GARCIA MZ 28 1,5710,,SAN LUIS,26,,,
Farmacia,,926202620,DIVINO NIÑO,SAN LUIS,,,VILLA MERCEDES,"MENDOZA CASA 13 7093, VILLA MERCEDES, SAN LUIS, Argentina",MENDOZA CASA 13 7093,5730,,SAN LUIS,26,,,
Farmacia,,926202368,DON BOSCO,SAN LUIS,,,SAN LUIS,"BO 99 VIV MZA 320 3, SAN LUIS, SAN LUIS, Argentina",BO 99 VIV MZA 320 3,5700,,SAN LUIS,26,,,
Farmacia,,926000421,DURAN,SAN LUIS,,,QUINES,"SAN MARTIN Y PUEYR, QUINES, SAN LUIS, Argentina",SAN MARTIN Y PUEYR,5711,,SAN LUIS,26,,,
Farmacia,,926200041,EDISON,SAN LUIS,,,VILLA MERCEDES,"EDISON 374, VILLA MERCEDES, SAN LUIS, Argentina",EDISON 374,5730,,SAN LUIS,26,,,
Farmacia,,926200722,EL BUEN PASTOR,SAN LUIS,,,VILLA MERCEDES,"AVENIDA LOS ALAMOS 2131, VILLA MERCEDES, SAN LUIS, Argentina",AVENIDA LOS ALAMOS 2131,5730,,SAN LUIS,26,,,
Farmacia,,926001149,EL CHORRILLO,SAN LUIS,,,SAN LUIS,"RUTA 20 KM 7, SAN LUIS, SAN LUIS, Argentina",RUTA 20 KM 7,5701,,SAN LUIS,26,,,
Farmacia,,926000264,EL CONDOR,SAN LUIS,,,VILLA MERCEDES,"PEDERNERA 390, VILLA MERCEDES, SAN LUIS, Argentina",PEDERNERA 390,5730,,SAN LUIS,26,,,
Farmacia,,926200910,EL LINCE,SAN LUIS,,,SAN LUIS,"BO EL LINCE M13 C 16, SAN LUIS, SAN LUIS, Argentina",BO EL LINCE M13 C 16,5700,,SAN LUIS,26,,,
Farmacia,,926201981,EL SOL,SAN LUIS,,,NUEVA GALI,"RUTA 55, NUEVA GALI, SAN LUIS, Argentina",RUTA 55,6216,,SAN LUIS,26,,,
Farmacia,,926200740,EMANUEL,SAN LUIS,,,VILLA MERCEDES,"PEDERNERA 777, VILLA MERCEDES, SAN LUIS, Argentina",PEDERNERA 777,5730,,SAN LUIS,26,,,
Farmacia,,926202214,ESPINDOLA,SAN LUIS,,,MERLO,"JUAN D PERON 112, MERLO, SAN LUIS, Argentina",JUAN D PERON 112,5881,,SAN LUIS,26,,,
Farmacia,,926201188,ESTACION,SAN LUIS,,,VILLA MERCEDES,"AVIADOR ORIGONE 493, VILLA MERCEDES, SAN LUIS, Argentina",AVIADOR ORIGONE 493,5730,,SAN LUIS,26,,,
Farmacia,,926201358,EUROPA,SAN LUIS,,,VILLA MERCEDES,"EUROPA 627, VILLA MERCEDES, SAN LUIS, Argentina",EUROPA 627,5730,,SAN LUIS,26,,,
Farmacia,,926202541,FALVO,SAN LUIS,,,SAN LUIS,"BO EL HORNERO MZ 7, SAN LUIS, SAN LUIS, Argentina",BO EL HORNERO MZ 7,5700,,SAN LUIS,26,,,
Farmacia,,926201685,FARMACENTRO,SAN LUIS,,,SAN LUIS,"CHACABUCO 779, SAN LUIS, SAN LUIS, Argentina",CHACABUCO 779,5700,,SAN LUIS,26,,,
Farmacia,,926201794,FARMACIA NUEVA GALIA,SAN LUIS,,,NUEVA GALI,"SAN MARTIN, NUEVA GALI, SAN LUIS, Argentina",SAN MARTIN,6216,,SAN LUIS,26,,,
Farmacia,,926201807,FARMACITY 91 - SUC SAN LUIS,SAN LUIS,,,SAN LUIS,"JUNIN 952, SAN LUIS, SAN LUIS, Argentina",JUNIN 952,5700,,SAN LUIS,26,,,
Farmacia,,926201869,FARMACITY S A  SUC VILLA ME,SAN LUIS,,,VILLA MERCEDES,"PEDERNERA 424, VILLA MERCEDES, SAN LUIS, Argentina",PEDERNERA 424,5730,,SAN LUIS,26,,,
Farmacia,,926201389,FARMATEL,SAN LUIS,,,CARPINTERI,"SAN MARTIN, CARPINTERI, SAN LUIS, Argentina",SAN MARTIN,5883,,SAN LUIS,26,,,
Farmacia,,926202262,FARMAVIDA,SAN LUIS,,,SAN LUIS,"PRINGLES 1168, SAN LUIS, SAN LUIS, Argentina",PRINGLES 1168,5700,,SAN LUIS,26,,,
Farmacia,,926001026,FATIMA,SAN LUIS,,,SAN LUIS,"AVENIDA JUSTO DARACT 1828, SAN LUIS, SAN LUIS, Argentina",AVENIDA JUSTO DARACT 1828,5700,,SAN LUIS,26,,,
Farmacia,,926200133,FLEMING,SAN LUIS,,,SAN LUIS,"AVENIDA RIOBAMBA 2184, SAN LUIS, SAN LUIS, Argentina",AVENIDA RIOBAMBA 2184,5700,,SAN LUIS,26,,,
Farmacia,,926200521,FRANZI,SAN LUIS,,,SAN LUIS,"BO 116 VIV MZ 267 8, SAN LUIS, SAN LUIS, Argentina",BO 116 VIV MZ 267 8,5700,,SAN LUIS,26,,,
Farmacia,,926200430,GABUTTI,SAN LUIS,,,SAN LUIS,"EL HORNERO MANZ 4 21, SAN LUIS, SAN LUIS, Argentina",EL HORNERO MANZ 4 21,5700,,SAN LUIS,26,,,
Farmacia,,926000867,GATICA,SAN LUIS,,,CANDELARIA,"SAN MARTIN, CANDELARIA, SAN LUIS, Argentina",SAN MARTIN,5713,,SAN LUIS,26,,,
