id_prest_boca_atencion;d_prest_boca_atencion;id_prest_prestador;d_prest_calle;n_prest_puerta;c_prest_piso_depto;c_prest_cp4;n_prest_boca_x;n_prest_boca_y;c_geog_prest_boca_loc;d_geog_prest_boca_loc;c_geog_prest_boca_dpto;d_geog_prest_boca_dpto;c_geog_prest_boca_pcia;d_geog_prest_boca_pcia;m_prest_habilitado
18.343;MEDICINA NUCLEAR;5.008.919;AV. ROCA (S);927;;4.200;-64,2536784694;-27,7878792245;220.070.092;SANTIAGO DEL ESTERO;22.007;DEPTO. CAPITAL;22;SANTIAGO DEL ESTERO;N
18.344;MEDICO DE CABECERA;5.008.920;RIVADAVIA;88;;1.665;-58,7581854286;-34,5222509388;21.320.028;JOSE C. PAZ;2.132;PTDO. JOSE C. PAZ;2;BUENOS AIRES;S
18.345;CONSULTORIO MEDICO DE CABECERA;5.008.922;LANUS;3349;;1.708;-58,6307196735;-34,6800624694;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
18.347;CLINICA PRIVADA SAN MARCOS SA;3.677.233;2 DE ABRIL;1035;;1.749;-58,9488673265;-34,6081395918;20.480.019;GENERAL RODRIGUEZ;2.048;PTDO. GENERAL RODRIGUEZ;2;BUENOS AIRES;S
18.348;FISIOKINESITERAPIA;5.008.723;ASAMBLEA ;4354;;1.678;-58,5559287959;-34,5978318367;21.140.011;CASEROS (PDO. 3 DE FEBRERO);2.114;PTDO. TRES DE FEBRERO;2;BUENOS AIRES;S
18.358;AGUEROMARIA TERESITA;5.008.928;KENEDY;242;;3.380;-54,5587420000;-26,4008670000;140.060.010;ELDORADO;14.006;DEPTO. ELDORADO;14;MISIONES;S
18.359;COURTIS LAURA ESTHER;5.008.930;TUCUMAN;1464;;3.401;0,0000000000;0,0000000000;50.040.071;SECCION 1 CAPITAL;5.004;DEPTO. CAPITAL;5;CORRIENTES;S
18.360;MONGIAT OSIRIS ;5.008.931;DR. RIVAS;1010;;3.470;-58,0666670000;-29,1833330000;50.150.014;SEC.1 MERCEDES;5.015;DEPTO. MERCEDES;5;CORRIENTES;S
18.362;ESPINOSA JORGE LUIS;5.008.933;PEDRO NUÑEZ;s/n;;3.364;-54,6500000000;-27,0333330000;140.020.057;2 DE MAYO;14.002;DEPTO. CAINGUAS;14;MISIONES;S
18.363;PEREZ MARIA LAURA;5.008.934;MIPU;468;;3.313;-55,4833330000;-27,6333330000;140.100.041;CERRO AZUL;14.010;DEPTO. LEANDRO N. ALEM;14;MISIONES;S
18.364;FISOKINESIOTERAPIA;5.008.935;BARTOLOME MITRE;370;;4.400;-65,4105539592;-24,7854180000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.365;FISOKINESIOTERAPIA;5.008.936;DORREGO;78;;4.444;-64,6500000000;-25,4000000000;170.160.083;EL GALPON;17.016;DEPTO. METAN;17;SALTA;S
18.366;FISOKINESIOTERAPIA;5.008.937;LOS FRESNOS;140;;4.401;-65,4009870408;-24,7669112245;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.367;FISOKINESIOTERAPIA;5.008.938;RADIO NACIONAL;345;;4.401;0,0000000000;0,0000000000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.368;FISOKINESIOTERAPIA;5.008.939;VIRREY TOLEDO;1088;;4.400;-65,4028990000;-24,7767560000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.369;FISOKINESIOTERAPIA;5.008.940;L.N. ALEM;140;;4.430;-65,0333760000;-24,6821760000;170.100.115;GENERAL GUEMES;17.010;DEPTO. GRAL.MARTIN M.DE GUEMES;17;SALTA;S
18.370;FISOKINESIOTERAPIA;5.008.941;AV SAN MARTÍN;1580;;4.430;-65,0333760000;-24,6821760000;170.100.115;GENERAL GUEMES;17.010;DEPTO. GRAL.MARTIN M.DE GUEMES;17;SALTA;S
18.372;MEDICO DE CABECERA;5.008.942;ORTIZ DE ROSAS;296;;5.601;-68,3280592973;-34,6212805405;130.150.295;SAN RAFAEL;13.015;DEPTO. SAN RAFAEL;13;MENDOZA;S
18.373;MEDICO DE CABECERA;5.008.943;MORENO;435;;5.601;-68,3248336486;-34,5934317568;130.150.295;SAN RAFAEL;13.015;DEPTO. SAN RAFAEL;13;MENDOZA;S
18.374;FISOKINESIOTERAPIA;5.008.944;BATALLA DE SALTA;958;;4.400;-65,3819410000;-24,8098928571;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.376;FISOKINESIOTERAPIA;5.008.945;CARLOS CASTILLO;1020;;4.400;-65,4388006122;-24,7991230000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.377;FISOKINESIOTERAPIA;5.008.946;URQUIZA;973;;4.400;-65,4163053265;-24,7919681633;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.378;MEDICO DE CABECERA;5.008.947;BASE MARAMBIO;1696;;5.513;0,0000000000;0,0000000000;130.100.137;LUZURIAGA;13.010;DEPTO. MAIPU;13;MENDOZA;S
18.379;GONZALO ANTONIO LEGUIZAMON GALARCE ;5.008.948;CORDOBA ESTE;38;;5.400;-68,5249610204;-31,5401964082;180.040.020;SAN JUAN;18.004;DEPTO. CAPITAL;18;SAN JUAN;S
18.380;MEDICO DE CABECERA;5.008.949;URIBURU;81;;5.515;0,0000000000;0,0000000000;130.100.145;MAIPU;13.010;DEPTO. MAIPU;13;MENDOZA;S
18.382;CONSULTORIO MEDICO DE CABECERA;5.008.953;AV. RIVADAVIA;16456;3º A;1.706;-58,5953849388;-34,6468776735;20.770.086;HAEDO;2.077;PTDO. MORON;2;BUENOS AIRES;S
18.383;MEDICO DE CABECERA- I NIVEL;5.005.292;ALBERDI;740;00;5.300;-66,8588185510;-29,4116992449;120.020.122;LA RIOJA;12.002;DEPTO. CAPITAL;12;LA RIOJA;S
18.387;DI RENZO MARIANA;5.008.954;ROSALES;74;PB;1.704;-58,5625679796;-34,6438210204;20.720.149;RAMOS MEJIA;2.072;PTDO. MATANZA;2;BUENOS AIRES;S
18.390;CONSULTORIO;5.008.955;9 DE JULIO;175;;1.806;-58,5637538367;-34,8895485306;21.310.056;TRISTAN SUAREZ;2.131;PTDO. EZEIZA;2;BUENOS AIRES;S
18.392;CATALANO MARCELA MONICA;5.008.956;SANTA FE;1969;;2.132;-60,8148589184;-32,9176808367;210.120.114;FUNES;21.012;DEPTO. ROSARIO;21;SANTA FE;S
18.394;GIMENEZ LINA MARIET ;5.008.957;ROQUE PEREZ;1577;;3.300;-55,8867229487;-27,3656260513;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;N
18.396;DIAG. BIOQUIMICO DEL OESTE;3.675.854;BUEN VIAJE;532;;1.708;-58,6159959796;-34,6522644286;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
18.398;CONSULTORIO;101.090;COLON--;980;;1.870;-58,3660968389;-34,6682416309;20.040.011;AVELLANEDA;2.004;PTDO. AVELLANEDA;2;BUENOS AIRES;N
18.399;MEDICO DE CABECERA;5.008.958;CORDOBA;360;;5.624;-67,7666670000;-34,8333330000;130.150.244;REAL DEL PADRE;13.015;DEPTO. SAN RAFAEL;13;MENDOZA;S
18.400;MEDICO DE CABECERA;5.008.959;CALLE DON BOSCO ;2438;PISO;4.000;-65,2331390612;-26,8203400408;240.020.063;S.MIGUEL D.TUCUMAN;24.002;DEPTO. CAPITAL;24;TUCUMAN;S
18.405;VICTOR LUIS GAUTO;5.008.960;BUENOS AIRES;1935;0;3.300;-55,8927581633;-27,3683755714;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.406;CEDISA SRL;5.008.961;SALTA;2411;0;3.300;-55,9007639796;-27,3709822245;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.407;CONSULTORIO OFTALMOLOGICO;5.008.962;RIVADAVIA;545;;4.208;0,0000000000;0,0000000000;220.140.048;LORETO;22.014;DEPTO. LORETO;22;SANTIAGO DEL ESTERO;S
18.417;MERINO SILVIA;82.093;LUIS VERNET;1481;;0;0,0000000000;0,0000000000;21.330.059;GRAND BOURG;2.133;PTDO. MALVINAS ARGENTINAS;2;BUENOS AIRES;S
18.418;MENDEZ JUAN CARLOS;82.093;SENADOR MORON;1336;;0;0,0000000000;0,0000000000;20.500.030;BELLA VISTA (GRAL. SARMIENTO);2.050;PTDO. SAN MIGUEL;2;BUENOS AIRES;S
18.419;HIDALGO MARIANA;82.093;BME. MITRE , AVDA;1032;;0;0,0000000000;0,0000000000;20.150.013;CAMPANA;2.015;PTDO. CAMPANA;2;BUENOS AIRES;S
18.420;CONSULT;5.004.982;SALTA  - CONS.12;735;;4.600;-65,3034589592;-24,1821447755;100.010.234;SAN SALVADOR DE JUJUY;10.001;DEPTO. CAPITAL;10;JUJUY;S
18.421;"PRATO RAUL LORENZO
";975.782;AVDA ESPAÑA;333;;0;0,0000000000;0,0000000000;210.040.120;MAXIMO PAZ;21.004;DEPTO. CONSTITUCION;21;SANTA FE;N
18.423;CARRIZO LILIANA ESTHER;5.009.417;CONTRERAS;241;;1.888;-58,2735252653;-34,8051717959;20.350.014;FLORENCIO VARELA;2.035;PTDO. FLORENCIO VARELA;2;BUENOS AIRES;S
18.425;MAZZITELLI FABIAN JORGE;5.009.419;AV. ANDRES BARANDA;388;;1.878;-58,2724397551;-34,7205158980;20.890.289;QUILMES OESTE;2.089;PTDO. QUILMES;2;BUENOS AIRES;S
18.426;CONSULTORIO EXTERNO;5.009.420;QUINTANA;37;;1.824;-58,3932701429;-34,7106668980;20.580.014;LANUS;2.058;PTDO. LANUS;2;BUENOS AIRES;S
18.427;CONSULTORIO EXTERNO;5.009.421;VICENTE LOPEZ;424;;1.842;-58,4671223878;-34,8196411020;20.330.011;MONTE GRANDE;2.033;PTDO. ESTEBAN ECHEVERRIA;2;BUENOS AIRES;S
18.428;MEDICO DE CABECERA;3.677.071;AV CONSTITUCION;6029;PB;7.601;-57,5633595714;-37,9606388571;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.429;MEDICO DE CABECERA;5.003.663;RODRIGUEZ PEÑA ;2533;PB;7.601;-57,5565756531;-38,0136904082;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.430;MEDICO DE CABECERA;5.003.663;RODRIGUEZ PEÑA ;2533;PB;7.601;-57,5565756531;-38,0136904082;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;N
18.434;CONSULTORIO MEDICO DE CABECERA;5.009.422;BELGRANO;557;;1.744;-58,7857623846;-34,6448132308;20.760.012;MORENO;2.076;PTDO. MORENO;2;BUENOS AIRES;S
18.435;DIAGNOSTICO POR IMAGENES URQUIZA;5.009.423;SAN MARTIN;448;;3.150;-59,8166670000;-32,4000000000;80.100.099;NOGOYA;8.010;DEPTO. NOGOYA;8;ENTRE RIOS;S
18.436;VICTORIA IMAGENES MEDICAS;5.009.423;25 DE MAYO;95;;3.153;-60,1833330000;-32,6166670000;80.130.110;VICTORIA;8.013;DEPTO. VICTORIA;8;ENTRE RIOS;S
18.437;GONZALEZ MABEL EDITH;5.009.424;DIAG 4 (EX PIRIA);304;;1.894;-58,0688393673;-34,8551656939;20.590.321;VILLA ELISA;2.059;PTDO. LA PLATA;2;BUENOS AIRES;S
18.438;MEDICA ESPECIALISTA EN DERMATOLOGIA;5.009.425;CORDOBA;126;;8.300;-68,0546903673;-38,9536734082;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.439;MEDICA ESP EN NEFROLOGIA;5.008.835;JUAN B JUSTO;536;;8.300;-68,0664530816;-38,9542714082;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.440;ESP EN GASTROENTEROLOGIA;5.008.707;SALTA;250;;8.300;-68,0660696327;-38,9526122857;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.441;ESP CARDIOLOGO;5.009.427;RIOJA ;55;;8.300;-68,0631137347;-38,9546351020;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.442;CUIDADOS SILENO SRL;5.009.426;MORENO;240;;1.889;-58,2816683265;-34,8107428163;20.350.014;FLORENCIO VARELA;2.035;PTDO. FLORENCIO VARELA;2;BUENOS AIRES;S
18.443;MEDICA DE CABECERA;5.009.430;9 DE JULIO;857;;3.156;-60,0111990000;-32,3465800000;80.100.064;HERNANDEZ;8.010;DEPTO. NOGOYA;8;ENTRE RIOS;S
18.444;ESP EN CARDIOLOGIA;5.009.427;ALBERDI ;164;;8.316;-69,2230469184;-38,9396108163;150.050.092;PLOTTIER;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.445;CONSULTORIO MEDICO DE CABECERA;5.009.431;CARLOS PELLEGRINI;858;6º E;1.708;-58,6200090000;-34,6552891429;20.770.019;MORON;2.077;PTDO. MORON;2;BUENOS AIRES;S
18.448;MEDICO DE CABECERA;5.009.432;JUJUY;2167;1°;7.601;-57,5501268776;-37,9967176939;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.450;JAVIER IGNACIO CABANA - PEDIATRA;5.009.433;GARAY;2239;PB;7.600;-57,5498236531;-38,0104386327;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.451;LLULL MARCOS - MEDICO DE CABECERA;5.009.434;GARIBALDI;440;;6.300;-64,2905840204;-36,6251167347;110.030.044;SANTA ROSA;11.003;DEPTO. CAPITAL;11;LA PAMPA;S
18.452;NIZZOLA SILVIO ENRIQUE - MEDICO DE CABECERA;5.009.435;ROQUE SAENZ PEÑA;1259;;6.303;-64,3791766667;-36,6744953333;110.200.046;TOAY;11.020;DEPTO. TOAY;11;LA PAMPA;S
18.453;MEDICO DE CABECERA;5.009.436;BELGRANO;3881;P.B;7.602;-57,5604604694;-37,9947896531;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.454;MEDICO DE CABECERA;5.009.437;JUJUY;2167;1°;7.601;-57,5501268776;-37,9967176939;20.470.012;MAR DEL PLATA;2.047;PTDO. GENERAL PUEYRREDON;2;BUENOS AIRES;S
18.456;MEDICO DE CABECERA;5.009.438;PJE. DON BOSCO ;2438;PISO;4.000;-65,2331390612;-26,8203400408;240.020.063;S.MIGUEL D.TUCUMAN;24.002;DEPTO. CAPITAL;24;TUCUMAN;N
18.457;MEDICA DE CABECERA;5.009.439;RIVADAVIA ;1147;;3.600;-58,1646233878;-26,1864100816;90.020.022;FORMOSA;9.002;DEPTO. FORMOSA;9;FORMOSA;S
18.458;FISIOTERAPEUTA;5.009.440;AV ARGENTINA ;1000;;8.300;-68,0594890000;-38,9453680000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.462;LIC EN KINESIOLOGIA Y FISIOTERAPIA;5.009.441;INTENDENTE PONS;315;;8.309;-68,1220898571;-38,8310078571;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.463;LIC EN KINESIOLOGIA Y FISIOTERAPIA;5.009.441;HONDURAS;1139;;8.309;-68,1393788571;-38,8248321633;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.464;ODONTOLOGO;5.009.443;MENENDEZ PIDAL ;3663;;5.003;-64,2338505000;-31,3846410000;40.020.903;URCA;4.002;DEPTO. CAPITAL;4;CORDOBA;S
18.465;HOSPITAL MUNICIPAL F. CARAM DE BRANDSEN;5.009.442;RUTA PROVINCIAL Nº 29;1500;;1.980;0,0000000000;0,0000000000;20.140.017;CORONEL BRANDSEN;2.014;PTDO. BRANDSEN;2;BUENOS AIRES;S
18.466;IMAGENES AMBULATORIA DE I NIVEL;5.008.355;IRIGOYEN Y 25 MAYO;0;;3.760;-62,8383133265;-28,4582007755;220.110.014;AÑATUYA;22.011;DEPTO. GENERAL TABOADA;22;SANTIAGO DEL ESTERO;S
18.467;MEDICO DE CABECERA;5.009.444;AV. GASPAR CAMPOS;5336;;1.665;-58,7446320000;-34,5346037347;21.320.028;JOSE C. PAZ;2.132;PTDO. JOSE C. PAZ;2;BUENOS AIRES;S
18.468;LIC EN KINESIOLOGIA Y FISIATRIA;5.009.445;HONDURAS ;1139;;8.309;-68,1393788571;-38,8248321633;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.469;ROJAS GUILLERMO - MEDICO DE CABECERA;5.009.446;O`HIGGINIS;1654;;8.000;0,0000000000;0,0000000000;20.070.011;BAHIA BLANCA;2.007;PTDO. BAHIA BLANCA;2;BUENOS AIRES;S
18.470;MEDICO DE CABECERA;5.009.447;INDUSTRIA;4032;;1.650;-58,5670580408;-34,5703091837;20.490.139;VILLA BONICH;2.049;PTDO. GENERAL SAN MARTIN;2;BUENOS AIRES;S
18.471;MEDICO DE CABECERA;5.009.448;SOLDADO DEL DESIERTO;426;;6.411;-62,6000000000;-36,5666670000;20.540.086;GARRE;2.054;PTDO. GUAMINI;2;BUENOS AIRES;S
18.472;MEDICO DE CABECERA;5.009.449;ALBERDI;1119;;1.663;-58,6986358776;-34,5509287347;20.500.013;SAN MIGUEL;2.050;PTDO. SAN MIGUEL;2;BUENOS AIRES;S
18.473;LIC EN NUTRICION;5.009.450;MREP DE CHILE ;515;;8.309;-68,1258772857;-38,8289042857;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.474;ODONTOLOGO;5.009.443;MENENDEZ PIDAL ;3663;;5.003;-64,2338505000;-31,3846410000;40.020.903;URCA;4.002;DEPTO. CAPITAL;4;CORDOBA;S
18.475;ODONTOLOGO;5.009.451;25 DE MAYO;418;;3.174;-59,1500000000;-32,3000000000;80.120.105;ROSARIO DEL TALA;8.012;DEPTO. TALA;8;ENTRE RIOS;S
18.476;CANALE MARIA LUCRECIA;5.009.452;GUATEMALA;515;;8.309;-68,1373484286;-38,8333532857;150.050.033;CENTENARIO;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.477;INTERNACION II NIVEL;5.009.453;BASE NAVAL PUERTO BELGRANO;S/N;;8.111;-62,0948220000;-38,8966410000;20.230.091;PUERTO BELGRANO;2.023;PTDO. C.DE M. ROSALES;2;BUENOS AIRES;S
18.478;CONSULTORIO EXTERNO;5.009.454;PERITO MORENO;673;;8.316;-68,2367915918;-38,9573510612;150.050.092;PLOTTIER;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.479;CENTRO DE JUBILADOS;3.677.714;SAN LUIS;256;;8.316;-68,4347942041;-39,0139545102;150.050.106;SENILLOSA;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.480;CONSULTORIO EXTERNO;5.005.087;RICARDO ROJAS;540;;8.300;0,0000000000;0,0000000000;150.050.076;NEUQUEN;15.005;DEPTO. CONFLUENCIA;15;NEUQUEN;S
18.481;COLEGIO;5.008.634;CHANETON;1578;;8.341;-70,0540139796;-38,8990199796;150.160.060;ZAPALA;15.016;DEPTO. ZAPALA;15;NEUQUEN;N
18.484;MEDICO DE CABECERA;5.009.456;AYACUCHO;1108;;5.700;-66,3388913265;-33,3064788163;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
18.485;MEDICO DE CABECERA;5.009.457;RIVADAVIA;1366;;5.700;-66,3375580612;-33,2940793061;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
18.486;CASTAÑO CRISTIAN ADRIAN - MEDICO DE CABECERA;5.009.458;MITRE;540;;5.700;-66,3356327959;-33,3095783061;190.070.197;SAN LUIS;19.007;DEPTO. LA CAPITAL;19;SAN LUIS;S
18.489;MEDICO DE CABECERA;5.009.438;CALLE S/N CENTRO DE JUBILADOS;S/N;;4.117;-65,0833330000;-26,8666670000;240.030.060;DELFIN GALLO;24.003;DEPTO. CRUZ ALTA;24;TUCUMAN;S
18.490;MEDICO DE CABECERA;5.008.959;DON BOSCO;2438;;4.000;-65,2331390612;-26,8203400408;240.020.063;S.MIGUEL D.TUCUMAN;24.002;DEPTO. CAPITAL;24;TUCUMAN;S
18.491;DRA. FOGEL;5.009.459;PELLEGRINI;454;;9.400;-69,2185438980;-51,6160322653;200.030.103;RIO GALLEGOS;20.003;DEPTO. GUER AIKE;20;SANTA CRUZ;S
18.494;MAZZA JORGE ALBERTO;5.009.460;RIVADAVIA;2684;;7.260;-59,7743700204;-35,6344547143;20.960.013;SALADILLO;2.096;PTDO. SALADILLO;2;BUENOS AIRES;S
18.498;ODONTOLOGO;5.009.461;JOSE MARIA GUIDO;636;;8.500;-62,9915020204;-40,8144564694;160.010.121;VIEDMA;16.001;DEPTO. ADOLFO ALSINA;16;RIO NEGRO;S
18.499;MEDICO DE CABECERA;5.005.964;GINO GALEOTTI;660;;5.000;-64,1707238980;-31,3935731224;40.022.148;GRAL.BUSTOS(INCL. 20 DE JUNIO);4.002;DEPTO. CAPITAL;4;CORDOBA;S
18.500;MEDICO DE CABECERA;5.009.438;CALLE S/N CENTRO DE JUBILADOS;s/n;;4.129;-65,3166670000;-26,8833330000;240.140.185;SAN PABLO;24.014;DEPTO. LULES;24;TUCUMAN;S
18.501;D IPPOLITO FLAVIA MARIA;5.007.924;SAN MARTIN;2644;;1.888;-58,2775399091;-34,8036939091;20.350.014;FLORENCIO VARELA;2.035;PTDO. FLORENCIO VARELA;2;BUENOS AIRES;S
18.502;UNIDAD DE TERAPIA RADIANTE DE ENTRE RIOS;1.459.198;ALEM;654;;3.100;-60,5217435510;-31,7390059184;80.110.265;PARANA;8.011;DEPTO. PARANA;8;ENTRE RIOS;S
18.503;CLINICA ADVENTISTA BELGRANO - PRESTADOR ALTERNATIVO;5.006.920;ESTOMBA;1710;;1.430;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.504;ACADEMIC - ASOC. CIVIL DEPTO. MICROBIOLOGIA DE LA FACULTAD DE MEDICINA UBA - PREST. ALTERNATIVO;5.007.320;TUCUMAN;450;5° E;1.049;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.505;CLINICA ALTERGARTEN S.A.- PRESTADOR ALTERNATIVO;5.006.931;FRANCISCO BEIRO;3735;;1.419;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.506;CLINICA ALCLA - PRESTADOR ALTERNATIVO;5.007.035;VUELTA DE OBLIGADO;3165;;1.429;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.507;EGESAC S.A. - CLINICA STA. CATALINA  -  ANEXO;5.006.925;MEXICO;2990;;1.233;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.508;III NIVEL TERAPIA RADIANTE;3.675.808;URQUIZA;824;;3.260;-58,2354787188;-32,4726808125;80.020.053;CONCEPCION DEL URUGUAY;8.002;DEPTO. URUGUAY;8;ENTRE RIOS;S
18.509;ENERI - U. DE RESCATE VASC.Y CEREBR. LA SAGRADA FAMILIA;5.006.932;AVDA DEL LIBERTADOR;6647;;1.428;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.510;HEALTH HOME S.A. - INTERNACION DOMICILIARIA - PRESTADOR ALTERNATIVO;5.007.032;PUEYRREDON;538;6;1.032;-58,4050672245;-34,6040415714;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.511;IMECC - DANAE CLINICA - PRESTADOR ALTERNATIVO;5.007.323;DIAZ VELEZ;4790;;1.405;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.512;INSTITUTO QUIRURGICO LASER  - PRESTADOR ALTERNATIVO;5.006.922;AMENABAR;630;;1.426;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.513;INSTITUTO UROLOGICO BUENOS AIRES  - IUBA - PRESTADOR ALTERNATIVO;5.006.923;MARCELO T. DE ALVEAR;1419;;1.060;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.514;INTENSE LIFE S.A. - CIAREC - PRESTADOR ALTERNATIVO;5.006.926;MONROE;4770;;0;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.515;INVESTIGACIONES VASCULARES - PRESTADOR ALTERNATIVO - SEDE HOSPITAL NAVAL;5.006.933;PATRICIAS ARGENTINAS;351;1°;0;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.516;INVESTIGACIONES VASCULARES - PRESTADOR ALTERNATIVO - SEDE CEMIC;5.006.933;GALVAN;4102;;0;0,0000000000;0,0000000000;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.517;MEDIPREST S.A. - S.O.A. - PRESTADOR ALTERNATIVO;5.006.927;GAONA;3525;PB;1.416;-58,4744234898;-34,6203334286;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.524;POGGI SANDRA CRISTINA - MEDICO DE CABECERA;5.009.462;ALVEAR;875;;8.500;-62,9861029495;-40,8138328283;160.010.121;VIEDMA;16.001;DEPTO. ADOLFO ALSINA;16;RIO NEGRO;S
18.525;COLEGIO MEDICO DE CINCO SALTOS ;5.003.815;SAN MARTIN ;947;;8.303;-68,0684186939;-38,8245743673;160.060.092;CINCO SALTOS;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.526;COLEGIO MEDICO DEPARTAMENTO AVELLANEDA ;5.003.815;VILLEGAS ;1207;;8.360;-65,6500000000;-39,2666670000;160.020.071;CHOELE CHOEL;16.002;DEPTO. AVELLANEDA;16;RIO NEGRO;S
18.527;COLEGIO MEDICO DE CATRIEL;5.003.815;ESPAÑA;50;;8.307;-67,8500000000;-37,8666670000;160.060.114;COLONIA CATRIEL;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.528;COLEGIO MEDICO DE ALLEN;5.003.815;EILDISTEIN ;80;;8.328;-67,8166670000;-38,9833330000;160.060.017;ALLEN;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.529;COLEGIO MEDICO DE GENERAL ROCA ;5.003.815;TUCUMAN ;645;5º ;8.332;-67,5735945306;-39,0286271633;160.060.238;GENERAL ROCA;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.530;COLEGIO MEDICO DE CIPOLLETTI ;5.003.815;AVENIDA ALEM;444;;8.324;-67,9931098571;-38,9367078571;160.060.106;CIPOLLETTI;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
